Years,Strategy Sharpe,E.W. Sharpe,Strategy Calmar,E.W. Calmar
1995,1.242717063863541,1.856301832779059,2.272946334705185,5.440662009985916
1996,2.739732924560002,2.3160578686904794,3.0258630223371115,2.727762875040921
1997,2.6188217051384712,2.502379729913997,3.96217330830251,3.8424752928512054
1998,0.9569172704790146,1.3082206176976803,0.9603950446705862,1.1975810552677408
1999,1.5849561296448202,1.5520864723304013,3.340918265991713,2.048643802387699
2000,1.4651612550104218,1.8354055730203953,3.0224274737108554,4.298642712013217
2001,1.1007323039095425,0.6729731978519151,1.80793213869785,0.665218550499635
2002,1.9469997632821006,-0.32627469578458,2.481898143520784,-0.28508710239683627
2003,2.930138707401505,2.3208458397517324,4.460432277001951,3.046812407154028
2004,2.418204705713667,1.880776540623291,2.907327126514149,3.109196984718063
2005,1.8560155584086193,1.4821461917146406,3.4095969202579774,2.33782824750554
2006,1.5374424549310466,1.499870062779591,1.523218457129901,2.0705955165319656
2007,0.4709769227650126,0.5255183958938902,0.7650099041308135,0.9334070347967616
2008,-0.9808086654712674,-0.6342616384901646,-0.7997806608554532,-0.6000502275545943
2009,1.8922264046788342,1.22848973806464,4.563873144568477,1.336241313758436
2010,0.8699815392966574,1.1255635523936696,1.1288725368780743,1.4770390313493411
2011,0.7136593122500958,0.25247295286884663,0.8916477856633079,0.3172346957709673
2012,0.6883901336870755,1.4024302935787596,1.0668283249618704,2.1969236425173366
2013,3.6517575727381235,3.0768295085772057,5.4538200609657475,5.97468128767592
2014,0.7861583460194812,1.8680540340675984,1.0513451733494983,3.0547527800710665
2015,0.8594124111763026,0.16471818330747745,1.037278984624839,0.22247030747580568
2016,0.3593076882774202,1.5686625746438538,0.42524482875007663,2.468068567522581
2017,3.2266442872282837,3.5127347872609964,6.494094092872476,9.255665460243323
2018,-0.08049147168471853,-0.242254337403555,-0.08032407581636825,-0.20531343246173686
2019,2.5911694445011153,2.9394812416113814,4.975979944667301,6.387192423504617
2020,0.22946302263104756,0.4292493874941928,0.25126775580834887,0.42679766471194697
2021,3.0955096857755486,2.70304252680675,7.3568424965516614,7.077433596024974
2022,-0.1621096206443094,-0.14534074973063008,-0.2745632756209959,-0.31031203207117936
