Years,Strategy Sharpe,E.W. Sharpe,Strategy Calmar,E.W. Calmar
1995,2.267785816898198,1.856301832779059,5.187504347478884,5.440662009985916
1996,2.2140007966299997,2.3160578686904794,2.168043075458694,2.727762875040921
1997,2.84159142238025,2.502379729913997,3.285368717240222,3.8424752928512054
1998,1.329003279236114,1.3082206176976803,1.1787520634152757,1.1975810552677408
1999,2.27108007207159,1.5520864723304013,4.700969245464231,2.048643802387699
2000,0.7082158816602168,1.8354055730203953,0.702015318383084,4.298642712013217
2001,1.343614608700816,0.6729731978519151,1.896868290670976,0.665218550499635
2002,0.7837690893819174,-0.32627469578458,0.8384046699262199,-0.28508710239683627
2003,2.5320377090734976,2.3208458397517324,5.00727886957404,3.046812407154028
2004,2.307815139111324,1.880776540623291,3.3764133752683323,3.109196984718063
2005,1.8938702451427438,1.4821461917146406,3.186743188172361,2.33782824750554
2006,1.7123805527320548,1.499870062779591,2.461353672996456,2.0705955165319656
2007,0.48282169214717724,0.5255183958938902,0.7003787843168979,0.9334070347967616
2008,-0.38384406620592904,-0.6342616384901646,-0.37685943986889875,-0.6000502275545943
2009,-0.32006144044355694,1.22848973806464,-0.33448743696413763,1.336241313758436
2010,0.8604774655859332,1.1255635523936696,1.451757414282954,1.4770390313493411
2011,0.3648107611509252,0.25247295286884663,0.42763715887988574,0.3172346957709673
2012,2.0889129209107486,1.4024302935787596,4.215429783899692,2.1969236425173366
2013,1.020411380668657,3.0768295085772057,1.555775154306011,5.97468128767592
2014,1.59699985401682,1.8680540340675984,3.154162950442209,3.0547527800710665
2015,-0.13314639955734112,0.16471818330747745,-0.09842321969272805,0.22247030747580568
2016,1.9972325026564488,1.5686625746438538,3.370125254509028,2.468068567522581
2017,2.9764513773543717,3.5127347872609964,6.412479536221002,9.255665460243323
2018,-0.16976159409594507,-0.242254337403555,-0.18694248699612045,-0.20531343246173686
2019,3.491748902555309,2.9394812416113814,7.0743029924464045,6.387192423504617
2020,0.6959191079338193,0.4292493874941928,1.0262983042582818,0.42679766471194697
2021,1.669477332204945,2.70304252680675,2.877548550294606,7.077433596024974
2022,0.03504935794310497,-0.14534074973063008,0.080377236356108,-0.31031203207117936
