Configs,Strategy Calmar,E.W. Calmar,Outperformance
SP500_2_vw_mu_0.5_21,1.6088979333560374,1.0535962941711283,0.555301639184909
SP500_2_vw_mu_0.5_63,2.575812802590376,1.0535962941711283,1.5222165084192476
SP500_2_vw_mu_1_21,2.9671204954225026,1.0535962941711363,1.9135242012513662
SP500_2_vw_mu_1_252,2.0096449563858085,1.0535962941711363,0.9560486622146722
SP500_2_vw_mu_1_63,3.2200331838318355,1.0535962941711363,2.166436889660699
SP500_2_vw_rsi_0.5_21,1.9771537926749312,1.0535962941711283,0.9235574985038029
SP500_2_vw_rsi_0.5_63,3.371336445590715,1.0535962941711283,2.317740151419587
SP500_2_vw_rsi_1_21,1.4351614734472395,1.0535962941711363,0.38156517927610323
SP500_2_vw_rsi_1_63,2.4169767846733503,1.0535962941711363,1.363380490502214
SP500_2_vw_rsi_2_63,1.193755723856963,1.05359629417112,0.14015942968584283
SP500_2_vw_rsi_3_252,1.5257864968721424,1.0535962941711114,0.47219020270103096
SP500_2_vw_rsi_4_252,1.4719990200349726,1.0535962941711239,0.41840272586384875
SP500_3_vw_mu_0.5_21,2.8456429942996606,1.0535962941711283,1.7920467001285323
SP500_3_vw_mu_0.5_63,3.7877669905568063,1.0535962941711283,2.734170696385678
SP500_3_vw_mu_1_21,2.8875852729829643,1.0535962941711363,1.833988978811828
SP500_3_vw_mu_1_252,1.7861848300746814,1.0535962941711363,0.7325885359035451
SP500_3_vw_mu_1_63,2.809077970114117,1.0535962941711363,1.7554816759429805
SP500_3_vw_mu_2_21,1.3055965794299127,1.05359629417112,0.2520002852587926
SP500_3_vw_rsi_0.5_21,2.9550195163552293,1.0535962941711283,1.901423222184101
SP500_3_vw_rsi_0.5_63,2.4443797994745466,1.0535962941711283,1.3907835053034183
SP500_3_vw_rsi_1_21,2.0717936691838243,1.0535962941711363,1.018197375012688
SP500_3_vw_rsi_1_252,2.8993592652027442,1.0535962941711363,1.845762971031608
SP500_3_vw_rsi_1_63,3.1261252050474044,1.0535962941711363,2.072528910876268
SP500_3_vw_rsi_2_252,1.8222949622577638,1.05359629417112,0.7686986680866437
SP500_3_vw_rsi_2_63,1.535395758847586,1.05359629417112,0.48179946467646584
SP500_3_vw_rsi_3_21,1.1792491893597556,1.0535962941711114,0.1256528951886442
SP500_3_vw_rsi_3_252,1.1395473698388778,1.0535962941711114,0.08595107566776639
SP500_3_vw_rsi_3_63,2.1435345674515895,1.0535962941711114,1.089938273280478
SP500_3_vw_rsi_4_21,2.2290204155956346,1.0535962941711239,1.1754241214245107
SP500_3_vw_rsi_4_252,2.672435989237045,1.0535962941711239,1.618839695065921
SP500_3_vw_rsi_4_63,1.7031832991079103,1.0535962941711239,0.6495870049367864
SP500_4_vw_mu_0.5_21,1.269757751732168,1.0535962941711283,0.21616145756103977
SP500_4_vw_mu_0.5_63,2.168258740882625,1.0535962941711283,1.1146624467114965
SP500_4_vw_mu_1_21,1.7317591639891945,1.0535962941711363,0.6781628698180582
SP500_4_vw_mu_1_63,1.966271673765027,1.0535962941711363,0.9126753795938907
SP500_4_vw_mu_2_21,1.94870074380232,1.05359629417112,0.8951044496312
SP500_4_vw_mu_2_63,1.523576791982694,1.05359629417112,0.4699804978115738
SP500_4_vw_rsi_1_252,2.7229632767301313,1.0535962941711363,1.669366982558995
SP500_4_vw_rsi_1_63,2.5385035238037412,1.0535962941711363,1.484907229632605
SP500_4_vw_rsi_2_252,2.0496864481769173,1.05359629417112,0.9960901540057971
SP500_4_vw_rsi_2_63,1.6626688311984434,1.05359629417112,0.6090725370273233
SP500_4_vw_rsi_3_21,1.1223424878194153,1.0535962941711114,0.06874619364830381
SP500_4_vw_rsi_3_252,2.233052363269556,1.0535962941711114,1.1794560690984446
SP500_4_vw_rsi_3_63,2.0813363459789764,1.0535962941711114,1.027740051807865
SP500_4_vw_rsi_4_21,1.9497605062095302,1.0535962941711239,0.8961642120384063
SP500_4_vw_rsi_4_252,2.252015143710321,1.0535962941711239,1.1984188495391972
SP500_4_vw_rsi_4_63,2.78299459088107,1.0535962941711239,1.729398296709946
