Years,Strategy Sharpe,E.W. Sharpe,Strategy Calmar,E.W. Calmar
1997,2.905770150073127,2.3734272639767147,4.520834735590019,3.637032577618281
1998,0.8209191669982299,1.3082206176976818,0.6702204757875114,1.1975810552677437
1999,-0.5482071828042328,1.5520864723304117,-0.4834778075895071,2.048643802387709
2000,1.0612235561696883,1.835405573020405,2.4191075567046085,4.298642712013251
2001,0.28825829534424957,0.6729731978519018,0.29798012075193886,0.6652185504996199
2002,0.10091188596214593,-0.32627469578457696,0.07430016202661327,-0.2850871023968337
2003,3.909737068438862,2.320845839751739,6.061817525423686,3.046812407154031
2004,1.9298181233767617,1.88077654062329,3.1350384161119607,3.109196984718053
2005,2.608997830418555,1.4821461917146195,5.149333570939457,2.337828247505488
2006,1.0053033974445333,1.4998700627795964,1.0925525706739614,2.070595516531984
2007,0.8765442614204922,0.525518395893887,2.0608869908664866,0.9334070347967566
2008,-0.6193445269887213,-0.6342616384901639,-0.6289997558464453,-0.6000502275545933
2009,-0.10644059454268277,1.2284897380646387,-0.08193662640439876,1.3362413137584335
2010,2.4769411116152953,1.1255635523936718,5.482707502336817,1.4770390313493467
2011,0.8252035003744252,0.25247295286884797,1.027956740299868,0.3172346957709688
2012,1.1933805624589133,1.4024302935787685,1.798419323892614,2.196923642517363
2013,2.5945955042061906,3.076829508577215,4.424614649653776,5.974681287675948
2014,2.0010918995588955,1.8680540340675926,4.298840421578345,3.0547527800710697
2015,0.8488773508227724,0.16471818330746293,1.2839727632702038,0.2224703074757839
2016,-0.27479274777142915,1.5686625746438465,-0.2835767746283208,2.468068567522579
2017,1.7631952607581245,3.512734787261009,3.336141345875986,9.255665460243593
2018,0.38026248819226544,-0.24225433740356145,0.4562554095876458,-0.2053134324617423
2019,5.048018389847107,2.9394812416114036,17.272409897582047,6.3871924235046595
2020,0.8655485401548964,0.4292493874941973,0.8606307771719787,0.4267976647119515
2021,1.9231470533724202,2.7030425268067515,2.6780408194560414,7.07743359602504
2022,-0.0929449964495914,-0.14534074973063332,-0.1640023388586053,-0.310312032071184
