Outperform Configs,Strategy Returns,E.W. Returns,Return Outperformance,Sharpe Outperform Ratio,Calmar Outperform Ratio
ew_SP500_2_vw_mu_0.5_21.csv,0.2010737505927236,0.181148843506276,0.10999190886778851,0.5357142857142857,0.5714285714285714
ew_SP500_2_vw_mu_0.5_63.csv,0.2019772983029166,0.181148843506276,0.11497978343935161,0.6785714285714286,0.39285714285714285
ew_SP500_2_vw_mu_1_252.csv,0.1848526384235789,0.1780007260764342,0.038493732571644006,0.48148148148148145,0.48148148148148145
ew_SP500_2_vw_rsi_0.5_21.csv,0.1864837959947407,0.181148843506276,0.029450657178939466,0.5,0.4642857142857143
ew_SP500_2_vw_rsi_0.5_63.csv,0.2085147754448242,0.181148843506276,0.15106876427615773,0.5357142857142857,0.5357142857142857
ew_SP500_2_vw_rsi_2_252.csv,0.188045072046,0.1740355590303435,0.08049799186851168,0.5769230769230769,0.5384615384615384
ew_SP500_2_vw_rsi_3_252.csv,0.1775525317451549,0.1665254587989337,0.0662185411513293,0.52,0.44
ew_SP500_2_vw_rsi_4_252.csv,0.1685039124651184,0.1617359894745786,0.04184549779258357,0.5416666666666666,0.5
ew_SP500_2_vw_rsi_4_63.csv,0.1644301545559314,0.1617359894745786,0.016657795770163304,0.5833333333333334,0.5416666666666666
ew_SP500_3_vw_mu_0.5_21.csv,0.2096585697329207,0.181148843506276,0.15738287738865406,0.5,0.42857142857142855
ew_SP500_3_vw_mu_0.5_63.csv,0.2147903382061644,0.181148843506276,0.18571189331784424,0.5357142857142857,0.4642857142857143
ew_SP500_3_vw_mu_1_21.csv,0.185018145008746,0.1780007260764342,0.03942354105509942,0.4444444444444444,0.4074074074074074
ew_SP500_3_vw_mu_1_252.csv,0.1841116464185499,0.1780007260764342,0.034330873119538086,0.4444444444444444,0.4074074074074074
ew_SP500_3_vw_mu_3_21.csv,0.1727103467001209,0.1665254587989337,0.037140794841796186,0.52,0.44
ew_SP500_3_vw_rsi_0.5_21.csv,0.1863747643202138,0.181148843506276,0.028848767194899295,0.6428571428571429,0.5714285714285714
ew_SP500_3_vw_rsi_0.5_63.csv,0.2100731779410738,0.181148843506276,0.1596716483249075,0.6428571428571429,0.5714285714285714
ew_SP500_3_vw_rsi_2_252.csv,0.2070950897883192,0.1740355590303435,0.18995848286505448,0.5769230769230769,0.6153846153846154
ew_SP500_3_vw_rsi_2_63.csv,0.1880675534736662,0.1740355590303435,0.0806271690768446,0.46153846153846156,0.5
ew_SP500_3_vw_rsi_3_21.csv,0.1683816380489853,0.1665254587989337,0.011146519357696323,0.52,0.44
ew_SP500_3_vw_rsi_3_252.csv,0.1836679391718023,0.1665254587989337,0.10294209964355523,0.48,0.4
ew_SP500_3_vw_rsi_3_63.csv,0.1738660013335093,0.1665254587989337,0.04408060237467177,0.52,0.48
ew_SP500_4_vw_mu_2_21.csv,0.1752939665292447,0.1740355590303435,0.0072307493130285,0.5384615384615384,0.5384615384615384
ew_SP500_4_vw_mu_2_252.csv,0.1804523100271442,0.1740355590303435,0.03687034438566615,0.5,0.5
ew_SP500_4_vw_mu_2_63.csv,0.1796006916884776,0.1740355590303435,0.031976986135136796,0.46153846153846156,0.4230769230769231
ew_SP500_4_vw_mu_3_21.csv,0.1698203830126712,0.1665254587989337,0.019786309177600506,0.44,0.48
ew_SP500_4_vw_rsi_0.5_63.csv,0.1999437663548871,0.181148843506276,0.10375403168367414,0.4642857142857143,0.39285714285714285
ew_SP500_4_vw_rsi_3_63.csv,0.1716535648318859,0.1665254587989337,0.0307947269440883,0.4,0.44
ew_SP500_4_vw_rsi_4_63.csv,0.1681036377520295,0.1617359894745786,0.03937063295644384,0.5,0.4166666666666667
