Years,Strategy Sharpe,E.W. Sharpe,Strategy Calmar,E.W. Calmar
1995,2.2827411177884263,1.856301832779059,5.368506862010416,5.440662009985916
1996,2.4343082188533764,2.3160578686904794,2.17584524426253,2.727762875040921
1997,2.5211182344767322,2.502379729913997,4.027160402614123,3.8424752928512054
1998,1.3627507384197324,1.3082206176976803,1.2799806358129002,1.1975810552677408
1999,0.6677548489644314,1.5520864723304013,1.1587292490139034,2.048643802387699
2000,1.338604977202598,1.8354055730203953,2.206160581874893,4.298642712013217
2001,0.9834194062738383,0.6729731978519151,1.1068293095917956,0.665218550499635
2002,1.494199079572167,-0.32627469578458,1.5344947612904585,-0.28508710239683627
2003,2.4745672430728596,2.3208458397517324,4.0353917132535635,3.046812407154028
2004,2.391429180565897,1.880776540623291,3.1149946011308356,3.109196984718063
2005,2.2980640233535126,1.4821461917146406,4.025283563982855,2.33782824750554
2006,2.184790962653222,1.499870062779591,2.5190187125120733,2.0705955165319656
2007,0.327008327976892,0.5255183958938902,0.4529312319363804,0.9334070347967616
2008,-0.8658552860102473,-0.6342616384901646,-0.7707456094878914,-0.6000502275545943
2009,0.6017179811888173,1.22848973806464,0.598244371501116,1.336241313758436
2010,1.74001466272904,1.1255635523936696,3.0821658054272234,1.4770390313493411
2011,0.7672733129484521,0.25247295286884663,0.9783475277515717,0.3172346957709673
2012,2.5197233101291223,1.4024302935787596,5.736839396329488,2.1969236425173366
2013,1.5959884274686786,3.0768295085772057,1.9114479478510802,5.97468128767592
2014,2.224259796421875,1.8680540340675984,4.088185667570259,3.0547527800710665
2015,-0.3317319735835636,0.16471818330747745,-0.2546121316281062,0.22247030747580568
2016,0.8825654011330246,1.5686625746438538,1.1840797998444315,2.468068567522581
2017,4.56189319277288,3.5127347872609964,15.10741370098602,9.255665460243323
2018,0.41460331044761595,-0.242254337403555,0.36314348451441014,-0.20531343246173686
2019,3.3684533584925034,2.9394812416113814,7.363003316105357,6.387192423504617
2020,0.573267328243872,0.4292493874941928,0.5702189844802777,0.42679766471194697
2021,2.101428608288753,2.70304252680675,4.197949596721564,7.077433596024974
2022,-0.17142276610247234,-0.14534074973063008,-0.3217392071630011,-0.31031203207117936
