Years,Strategy Sharpe,E.W. Sharpe,Strategy Calmar,E.W. Calmar
1995,1.6183289537482668,1.856301832779059,3.213796894140737,5.440662009985916
1996,2.4033916055101185,2.3160578686904794,2.535995670144871,2.727762875040921
1997,2.6894033101348933,2.502379729913997,3.4839431089393904,3.8424752928512054
1998,2.274450559314721,1.3082206176976803,2.391555150629838,1.1975810552677408
1999,2.115427788971315,1.5520864723304013,4.400869014550652,2.048643802387699
2000,1.0905608680018197,1.8354055730203953,1.9519804196049109,4.298642712013217
2001,1.1791060775227655,0.6729731978519151,1.7683704773478022,0.665218550499635
2002,2.0783550671181596,-0.32627469578458,2.6641266463830746,-0.28508710239683627
2003,2.1634973654323386,2.3208458397517324,2.642972721584784,3.046812407154028
2004,2.067593950413396,1.880776540623291,3.0143719692182107,3.109196984718063
2005,2.2002610263307742,1.4821461917146406,3.9377468100844983,2.33782824750554
2006,1.7629836009513915,1.499870062779591,2.661573113050244,2.0705955165319656
2007,0.9043942887100536,0.5255183958938902,1.1697638709084444,0.9334070347967616
2008,-0.9016020231084853,-0.6342616384901646,-0.7157032652919573,-0.6000502275545943
2009,1.2488078728767091,1.22848973806464,2.181571412254564,1.336241313758436
2010,0.8856459540467719,1.1255635523936696,1.2600357441214167,1.4770390313493411
2011,0.24736187542291335,0.25247295286884663,0.28831605379819847,0.3172346957709673
2012,1.66870451756277,1.4024302935787596,2.6518999495938416,2.1969236425173366
2013,2.6943784447388666,3.0768295085772057,4.275634558351951,5.97468128767592
2014,1.1829071661365773,1.8680540340675984,1.5257489245860667,3.0547527800710665
2015,0.5216001523853119,0.16471818330747745,0.5287371464964951,0.22247030747580568
2016,1.428895068323128,1.5686625746438538,2.3848375889312754,2.468068567522581
2017,3.4301951001901303,3.5127347872609964,10.16415604390624,9.255665460243323
2018,0.025178273481943705,-0.242254337403555,0.026898238438956095,-0.20531343246173686
2019,2.2020745280644993,2.9394812416113814,3.6201362350701847,6.387192423504617
2020,0.28917790738119564,0.4292493874941928,0.36572021821052975,0.42679766471194697
2021,1.7021612219191873,2.70304252680675,2.4769330263054647,7.077433596024974
2022,-0.3096818263792629,-0.14534074973063008,-0.5243461098452994,-0.31031203207117936
