Configs,Strategy Sharpe,E.W. Sharpe,Outperformance
SP500_2_vw_mu_0.5_21,1.7505731598373027,1.339768768836613,0.41080439100068955
SP500_2_vw_mu_0.5_63,2.6583222008003604,1.339768768836613,1.3185534319637473
SP500_2_vw_mu_1_21,3.065403998125808,1.339768768836622,1.7256352292891861
SP500_2_vw_mu_1_252,2.055336393605647,1.339768768836622,0.7155676247690248
SP500_2_vw_mu_1_63,3.921402116021606,1.339768768836622,2.581633347184984
SP500_2_vw_rsi_0.5_21,2.0145627670196644,1.339768768836613,0.6747939981830513
SP500_2_vw_rsi_0.5_63,3.212131796199993,1.339768768836613,1.8723630273633798
SP500_2_vw_rsi_1_21,1.9289540639166654,1.339768768836622,0.5891852950800434
SP500_2_vw_rsi_1_63,3.15982546005032,1.339768768836622,1.8200566912136982
SP500_2_vw_rsi_2_63,1.4072667105396472,1.3397687688366033,0.0674979417030439
SP500_2_vw_rsi_3_252,1.9894669838446233,1.339768768836593,0.6496982150080304
SP500_2_vw_rsi_3_63,1.36204440928463,1.339768768836593,0.022275640448037093
SP500_2_vw_rsi_4_252,1.9488217379625898,1.3397687688366098,0.6090529691259801
SP500_2_vw_rsi_4_63,1.5696074928035784,1.3397687688366098,0.22983872396696858
SP500_3_vw_mu_0.5_21,3.113495889108209,1.339768768836613,1.773727120271596
SP500_3_vw_mu_0.5_63,4.409366464328055,1.339768768836613,3.0695976954914412
SP500_3_vw_mu_1_21,3.3112904791597786,1.339768768836622,1.9715217103231566
SP500_3_vw_mu_1_252,1.7035200754653526,1.339768768836622,0.36375130662873056
SP500_3_vw_mu_1_63,3.54994775280946,1.339768768836622,2.2101789839728383
SP500_3_vw_rsi_0.5_21,3.1874847837110485,1.339768768836613,1.8477160148744354
SP500_3_vw_rsi_0.5_63,2.8775208374141683,1.339768768836613,1.5377520685775552
SP500_3_vw_rsi_1_21,2.3053325920558048,1.339768768836622,0.9655638232191828
SP500_3_vw_rsi_1_252,2.040829701065579,1.339768768836622,0.7010609322289569
SP500_3_vw_rsi_1_63,3.3701187405645867,1.339768768836622,2.030349971727965
SP500_3_vw_rsi_2_252,2.23543817926502,1.3397687688366033,0.8956694104284166
SP500_3_vw_rsi_2_63,2.0089076738458913,1.3397687688366033,0.669138905009288
SP500_3_vw_rsi_3_21,1.5543363987208052,1.339768768836593,0.2145676298842123
SP500_3_vw_rsi_3_63,2.9486867562223296,1.339768768836593,1.6089179873857367
SP500_3_vw_rsi_4_21,2.645812636996613,1.3397687688366098,1.3060438681600033
SP500_3_vw_rsi_4_252,3.309119785937451,1.3397687688366098,1.9693510171008413
SP500_3_vw_rsi_4_63,1.8513810891728484,1.3397687688366098,0.5116123203362386
SP500_4_vw_mu_0.5_21,1.3476657888685206,1.339768768836613,0.007897020031907509
SP500_4_vw_mu_0.5_63,2.5075234468379484,1.339768768836613,1.1677546780013353
SP500_4_vw_mu_1_21,2.0286854254849445,1.339768768836622,0.6889166566483225
SP500_4_vw_mu_1_63,2.2873987297937037,1.339768768836622,0.9476299609570817
SP500_4_vw_mu_2_21,1.622900068915473,1.3397687688366033,0.28313130007886955
SP500_4_vw_rsi_1_252,2.021428573171663,1.339768768836622,0.6816598043350408
SP500_4_vw_rsi_1_63,2.5408228884981288,1.339768768836622,1.2010541196615068
SP500_4_vw_rsi_2_252,2.464086087350921,1.3397687688366033,1.1243173185143178
SP500_4_vw_rsi_2_63,2.109113298412399,1.3397687688366033,0.7693445295757957
SP500_4_vw_rsi_3_21,1.4627063036471417,1.339768768836593,0.12293753481054881
SP500_4_vw_rsi_3_252,3.0374962184789487,1.339768768836593,1.6977274496423558
SP500_4_vw_rsi_3_63,2.8013819428661617,1.339768768836593,1.4616131740295688
SP500_4_vw_rsi_4_21,2.217599586460062,1.3397687688366098,0.8778308176234524
SP500_4_vw_rsi_4_252,3.013646212852836,1.3397687688366098,1.673877444016226
SP500_4_vw_rsi_4_63,3.459995436106579,1.3397687688366098,2.1202266672699692
