Years,Strategy Sharpe,E.W. Sharpe,Strategy Calmar,E.W. Calmar
1996,2.7242637360754207,2.4482091690384316,2.837647596344268,2.883104941821149
1997,3.5079009442036835,2.502379729913984,5.9293052484703,3.842475292851189
1998,1.2781137103316145,1.3082206176976823,1.5071969352796906,1.197581055267744
1999,2.344159525746482,1.552086472330396,4.910669862819864,2.0486438023876743
2000,1.5770675385245196,1.8354055730204062,3.8087724203267355,4.298642712013253
2001,1.054436950312119,0.6729731978519066,1.3916451746998364,0.665218550499624
2002,1.0059849275115047,-0.3262746957845733,0.8758496114112712,-0.2850871023968311
2003,3.2798279182280794,2.3208458397517413,5.658907329475296,3.046812407154041
2004,2.436894878448661,1.8807765406232693,3.4650366147730542,3.1091969847180168
2005,1.695931573907356,1.4821461917146281,2.7888886543283142,2.337828247505517
2006,0.7145849935780966,1.4998700627795953,0.6688794164832603,2.0705955165319727
2007,0.5441752492219509,0.5255183958938803,0.4949480492844056,0.9334070347967404
2008,-0.4182014854889871,-0.6342616384901646,-0.387580726255163,-0.6000502275545935
2009,0.35138897979639316,1.2284897380646447,0.4155021927869431,1.3362413137584404
2010,0.8754958809724968,1.1255635523936793,1.165164799378803,1.4770390313493575
2011,1.0353000581874967,0.252472952868846,1.4112862514531372,0.31723469577096614
2012,0.7094015792944671,1.402430293578752,1.261465088963632,2.1969236425173215
2013,2.6730099697548617,3.076829508577216,3.2302744364661975,5.974681287675945
2014,1.332747422258653,1.8680540340675966,1.9017288252380422,3.0547527800710585
2015,0.3409258547818524,0.16471818330747307,0.4154149969078369,0.22247030747579824
2016,-0.006864050706350997,1.5686625746438532,-0.011454369063815554,2.468068567522584
2017,3.289355569558051,3.5127347872610217,8.852316057908407,9.255665460243504
2018,-0.4052517182054957,-0.24225433740356642,-0.33579460270821126,-0.2053134324617462
2019,1.9058969434131219,2.939481241611377,2.3089436155955494,6.387192423504587
2020,0.16073502733765213,0.4292493874941943,0.18852402747793476,0.42679766471194824
2021,1.8308748034104907,2.7030425268067364,2.416520951879303,7.077433596024979
2022,-0.20703753393285454,-0.14534074973063202,-0.3948126550514517,-0.3103120320711833
