Dates,NAV,FTSE350 NAV,Yearly Ret,FTSE Yearly Ret,Opt Failed Dates,E.W. NAV,E.W. Yearly Ret
2010-04-28,1.0,1.0,0.1182358795289961,0.024012545652434,,1.0,0.11070859725329796
2010-04-29,1.005642945640678,1.0055847396423343,,,,0.9853308098330287,
2010-04-30,1.00709051347192,0.994039256007832,,,,0.9775535897546016,
2010-05-04,1.0026618892536392,0.9685855445293772,,,,0.9419459687402951,
2010-05-05,0.9947847902560844,0.9561987271265112,,,,0.987725699032762,
2010-05-06,0.9924379578053976,0.9417176651336026,,,,0.9812702131765092,
2010-05-07,0.9585406872038122,0.9170157001481556,,,,0.9963841714866667,
2010-05-10,0.9973673562427926,0.964343215581858,,,,1.0050987555987267,
2010-05-11,0.9990067871661475,0.9548204815215536,,,,0.983755743857765,
2010-05-12,1.0087990679157748,0.9636451340518436,,,,0.9788914408508309,
2010-05-13,1.0220655981517517,0.9726309562755536,,,,0.9855865237102215,
2010-05-14,1.0065154174993929,0.9420577471710742,,,,0.9601083776627368,
2010-05-17,1.0014919761245469,0.9419861647530096,,,,0.9398742698783982,
2010-05-18,1.0085688669521462,0.9500053184250784,,,,0.939168777910113,
2010-05-19,0.9838284695738106,0.923298608722724,,,,0.9444321005990902,
2010-05-20,0.969220689914353,0.9080836302896588,,,,0.9172017144328588,
2010-05-21,0.9672251454276064,0.906257797916803,,,,0.9347899855005293,
2010-05-24,0.9691515955896812,0.9074571311777092,,,,0.9565278407295388,
2010-05-25,0.9426756951434282,0.8843840813637753,,,,0.9576676046367286,
2010-05-26,0.9743364186289168,0.9018186391701614,,,,0.9589219843929595,
2010-05-27,0.9850353857526526,0.9299395167898352,,,,0.9601512214400839,
2010-05-28,0.976114108079984,0.9287222660738582,,,,0.9718913166850082,
2010-06-01,0.9803219272495546,0.9242293549620032,,,,0.9543070295859999,
2010-06-02,0.9941002460995384,0.922081358006747,,,,0.9440379040483181,
2010-06-03,1.0057180606611809,0.932803512730177,,,,0.9323104562880398,
2010-06-04,0.9984783806827242,0.9175526993869696,,,,0.9420516096343208,
2010-06-07,1.0012395102523826,0.9073676313045734,,,,0.9506659692788403,
2010-06-08,0.991686894500506,0.900046559162519,,,,0.9539211573899664,
2010-06-09,1.001440872020257,0.9103747920810442,,,,0.9632133840269587,
2010-06-10,1.0103922749186145,0.9187161977377334,,,,0.9711768700744511,
2010-06-11,1.0185227034054083,0.9243010247822876,,,,0.9707049846055361,
2010-06-14,1.0241883722820266,0.9311745975586636,,,,0.970925321844722,
2010-06-15,1.0324239879261394,0.933984841133792,,,,0.9735846131168497,
2010-06-16,1.0364154700070856,0.9375827535142904,,,,0.9781220685903311,
2010-06-17,1.037954158716571,0.940446749454632,,,,0.9728979140924868,
2010-06-18,1.032608453893875,0.9398918327607468,,,,0.9635433439885523,
2010-06-21,1.030171504655572,0.9485375729469852,,,,0.9536581295679782,
2010-06-22,1.0201680404350697,0.9392116686858036,,,,0.9459298726352434,
2010-06-23,1.015979305086151,0.9269501860662156,,,,0.9492712226457978,
2010-06-24,0.9868354102814998,0.9129345408940566,,,,0.9246604376441362,
2010-06-25,0.9797119670976224,0.9033222195583968,,,,0.9253398730322853,
2010-06-28,0.9804658968839848,0.907833048125323,,,,0.9052543977304116,
2010-06-29,0.9608300531587324,0.8796405880875844,,,,0.9136813469355459,
2010-06-30,0.9774050608895442,0.8801238349611851,,,,0.915133601815951,
2010-07-01,0.955855642805086,0.8602369456699935,,,,0.9330276840936589,
2010-07-02,0.9773129933749684,0.8660186899158903,,,,0.9380314019533788,
2010-07-05,0.9784931994141034,0.8634052761398845,,,,0.9545083155242572,
2010-07-06,0.99216039684545,0.8887337402372812,,,,0.9592435422863115,
2010-07-07,0.9894954233461376,0.8976478926407069,,,,0.9635351013665178,
2010-07-08,1.0050434839769335,0.9138832045884068,,,,0.9757429764902964,
2010-07-09,1.012820531941348,0.918787780155798,,,,0.971157035095177,
2010-07-12,1.019734758183715,0.9248916889840952,,,,0.9675169162580534,
2010-07-13,1.029499116493468,0.943507662596316,,,,0.9603135426660034,
2010-07-14,1.0220169368216545,0.9403751670365674,,,,0.9559251916073718,
2010-07-15,1.0287085693472098,0.9328213427830284,,,,0.9545713687509012,
2010-07-16,1.021717135327053,0.9234417735588532,,,,0.9657221117929623,
2010-07-19,1.0120667951279514,0.9215443587679328,,,,0.9788988594017292,
2010-07-20,1.0098754566382384,0.9199691959616328,,,,0.9842178110745993,
2010-07-21,1.0167675984777278,0.9334120943870556,,,,0.9911719702884146,
2010-07-22,1.0242658200176298,0.9511688167758422,,,,0.9896979179153658,
2010-07-23,1.0348259664114667,0.9509540695216484,,,,0.9819178258063918,
2010-07-26,1.035223039476032,0.9578455597530956,,,,0.9885599131298305,
2010-07-27,1.0283898439645442,0.9604589735291016,,,,0.98018921256174,
2010-07-28,1.0262468544606167,0.9522249852006192,,,,0.9992917557194427,
2010-07-29,1.0249114640404675,0.9512046516859844,,,,0.9984566581775463,
2010-07-30,1.016235478493304,0.9411806658947884,,,,0.9971468970447765,
2010-08-02,1.0460747722583057,0.966079548081578,,,,0.9986363298266437,
2010-08-03,1.0420677249672223,0.9659721307533712,,,,0.9909780154725044,
2010-08-04,1.0343297748639062,0.9641284683276644,,,,1.0009374662127344,
2010-08-05,1.041290402057691,0.9604768035819528,,,,0.9916162648954284,
2010-08-06,1.0341714504679551,0.9544982295369334,,,,0.9720514315151401,
2010-08-09,1.040196425988482,0.9684781272011704,,,,0.9702734917179451,
2010-08-10,1.0340982603333493,0.9623742183728732,,,,0.9697867784746528,
2010-08-11,0.9839379566640136,0.9388895041034032,,,,0.9673714486844929,
2010-08-12,0.9818779661884453,0.9426305813200304,,,,0.9792578403551082,
2010-08-13,0.9671605475533156,0.9442952439994662,,,,0.97678734914537,
2010-08-16,0.9627636976657348,0.944420578782744,,,,0.9707763553816791,
2010-08-17,0.9680157004489186,0.95775605987996,,,,0.9641356798830862,
2010-08-18,0.9699743159127776,0.9492177370219284,,,,0.9714370970205024,
2010-08-19,0.9621474392136644,0.9328213427830284,,,,0.9596954539445792,
2010-08-20,0.9646352706000624,0.9299573468426866,,,,0.9539498855756317,
2010-08-23,0.9716480792743846,0.9370278368204052,,,,0.9581548539860324,
2010-08-24,0.9620653273938234,0.9229226917751102,,,,0.9677591576707504,
2010-08-25,0.965946612651674,0.914581286118421,,,,0.9726197680736726,
2010-08-26,0.96658309978008,0.922886856864968,,,,0.9943546244905981,
2010-08-27,0.9805644665093728,0.931085097685528,,,,1.0002565332981572,
2010-08-31,0.991224643406432,0.935309509177976,,,,1.007544651728663,
2010-09-01,0.9997741720939948,0.9605842209101596,,,,1.0126305446920028,
2010-09-02,1.0088159594400852,0.9614076372234516,,,,1.0086236989682285,
2010-09-03,1.0136250340478294,0.9716464576710612,,,,1.0129920977459053,
2010-09-06,1.0199458971651845,0.973615454880046,,,,1.0215067362043373,
2010-09-07,1.0242851424744397,0.9679947929253496,,,,1.027337548193444,
2010-09-08,1.0404100169490225,0.9719149572904684,,,,1.0376671650819254,
2010-09-09,1.045957704948553,0.9834604409249706,,,,1.0353475778568055,
2010-09-10,1.054909011362937,0.9847850215669348,,,,1.0388629304917765,
2010-09-13,1.0663581435257046,0.9962230878732304,,,,1.0348140064052125,
2010-09-14,1.061767615576653,0.996563169910702,,,,1.0311498894259379,
2010-09-15,1.065761516735904,0.994451007865588,,,,1.0456312990188013,
2010-09-16,1.0607727420970858,0.991676511798382,,,,1.0469402884700298,
2010-09-17,1.053985490458362,0.9860201023357632,,,,1.0406693460455614,
2010-09-20,1.0780205152847944,1.0028460784852706,,,,1.0404078012157194,
2010-09-21,1.089912315497725,0.9981384201192218,,,,1.0502613811585118,
2010-09-22,1.0795885364953015,0.993788673843496,,,,1.0520230376197581,
2010-09-23,1.0787145320442129,0.9929295100222816,,,,1.0524483681429877,
2010-09-24,1.091492924903693,1.002130079500185,,,,1.0530024425906641,
2010-09-27,1.1022843387851533,0.9976371683883302,,,,1.0519219755943887,
2010-09-28,1.094608943694931,0.998532167119687,,,,1.0583229920534447,
2010-09-29,1.0973136436015916,0.9969032519481736,,,,1.0591086848401772,
2010-09-30,1.0976353518734852,0.9931980096416884,,,,1.070242987811978,
2010-10-01,1.1054089151282105,1.0011276634406217,,,,1.077979681535015,
2010-10-04,1.1072753106510036,0.9945225902836524,,,,1.0774475075975778,
2010-10-05,1.1144029741595314,1.0088067350752188,,,,1.0735404593198221,
2010-10-06,1.1186852260753777,1.0169691409856365,,,,1.0787134175810735,
2010-10-07,1.1249204346191974,1.0135144808434873,,,,1.0776724694398054,
2010-10-08,1.1150181395129932,1.0127089819852662,,,,1.0905612038502688,
2010-10-11,1.114335633414832,1.0153581432691945,,,,1.0889681428750324,
2010-10-12,1.1168956636969816,1.0134249809703515,,,,1.0848073114575296,
2010-10-13,1.1282662726225634,1.028783124239546,,,,1.0884558611919126,
2010-10-14,1.121980233887467,1.0251673818061966,,,,1.0847252999638126,
2010-10-15,1.1144171963626743,1.0209071354036063,,,,1.0850899429600673,
2010-10-18,1.1155307777940566,1.0279060429632605,,,,1.0904731288375207,
2010-10-19,1.1116218663221338,1.020996635276742,,,,1.0932523288050093,
2010-10-20,1.1144280513418423,1.025471628933526,,,,1.0991822162061002,
2010-10-21,1.1181848015079685,1.0306626215753951,,,,1.0942282562576602,
2010-10-22,1.1405832444101274,1.027709125761918,,,,1.0832829805750281,
2010-10-25,1.1413791575460863,1.0296065405528383,,,,1.0875664759143586,
2010-10-26,1.138869174609161,1.0216052169336207,,,,1.0871639751543716,
2010-10-27,1.1199169598924337,1.0106325674480745,,,,1.0884295739305587,
2010-10-28,1.1265685775145402,1.016342641873687,,,,1.092794799537047,
2010-10-29,1.1276615802448928,1.015859395000086,,,,1.0874827586862654,
2010-11-01,1.1208284021008603,1.0193319725973065,,,,1.1024015546093664,
2010-11-02,1.1231471158735626,1.0305731217022596,,,,1.1066889687400208,
2010-11-03,1.1121238919250378,1.0290695413140245,,,,1.1061444877771687,
2010-11-04,1.12251668060013,1.0494396774788166,,,,1.1110850589672894,
2010-11-05,1.1212924328224532,1.0516950917622796,,,,1.101560983861156,
2010-11-08,1.1230503683328723,1.0471485156874312,,,,1.091297441956922,
2010-11-09,1.127743209387637,1.0516593442543571,,,,1.0876925668908408,
2010-11-10,1.1166776060315993,1.0412236066054052,,,,1.0903301723249594,
2010-11-11,1.1058570259364855,1.040919359478076,,,,1.0726313686229132,
2010-11-12,1.1012435904013314,1.037643611679978,,,,1.0738319864441503,
2010-11-15,1.1076367664399536,1.041850105717355,,,,1.087408052027534,
2010-11-16,1.1008636898383035,1.0170586408587723,,,,1.0863695849209662,
2010-11-17,1.110366061749988,1.0189739731047638,,,,1.0832994588387883,
2010-11-18,1.114319267305356,1.0325958712764578,,,,1.0670867631461292,
2010-11-19,1.1249239514015303,1.0261697104635403,,,,1.0783280472315373,
2010-11-22,1.1219765642059518,1.0168617236574298,,,,1.0880918590999846,
2010-11-23,1.1116508222447714,0.99905124890343,,,,1.0836125567992516,
2010-11-24,1.1142313413718374,1.0126194821121306,,,,1.0732281789472686,
2010-11-25,1.1254758629734356,1.0201016365453852,,,,1.0660964362841632,
2010-11-26,1.1240444817125503,1.0146958966493222,,,,1.0830970752039917,
2010-11-29,1.1171753833860918,0.9936275915522956,,,,1.1065829513749557,
2010-11-30,1.1063601082061052,0.989564262351048,,,,1.1072297149432018,
2010-12-01,1.124938933421415,1.0100060683361247,,,,1.1130280691651122,
2010-12-02,1.1380142362872216,1.0323989540751153,,,,1.1241108010186744,
2010-12-03,1.137928141902393,1.028407207291932,,,,1.1215491670956355,
2010-12-06,1.1486844101693343,1.0328822009487162,,,,1.1278951889890207,
2010-12-07,1.155398230682667,1.03972002621717,,,,1.1289533599538568,
2010-12-08,1.1445251064136024,1.0372140297693708,,,,1.1346683144434833,
2010-12-09,1.1473643785391812,1.0396305263440342,,,,1.1397553727426433,
2010-12-10,1.1511127394291665,1.0405255250753909,,,,1.1372481383919166,
2010-12-13,1.1675749935455288,1.049081677986274,,,,1.1384128575877004,
2010-12-14,1.1705548888465154,1.054523340194699,,,,1.1418630871195328,
2010-12-15,1.168144426553998,1.0529123424782567,,,,1.1447255408906756,
2010-12-16,1.1636213571501612,1.0527154252769142,,,,1.1520405306014383,
2010-12-17,1.1638943551232184,1.0510506751952589,,,,1.1571581325047595,
2010-12-20,1.161152189808851,1.0545949226127636,,,,1.160503376996552,
2010-12-21,1.170734997039989,1.0653706548969673,,,,1.1566070586645354,
2010-12-22,1.1651207714148772,1.071044981814657,,,,1.1630329658664669,
2010-12-23,1.171481661443414,1.0733003960981202,,,,1.1584280617129672,
2010-12-24,1.1651824838615594,1.0755915578895057,,,,1.1564310372089532,
2010-12-29,1.169884408635778,1.0733540610611136,,,,1.17268561050256,
2010-12-30,1.1638862629089786,1.0688074849862652,,,,1.1753867885436298,
2010-12-31,1.1644511686039527,1.056080585545928,,,,1.1707350919655095,
2011-01-04,1.180925046503471,1.0764865566208623,,,,1.170493518548179,
2011-01-05,1.1899470042953948,1.081856549009003,,,,1.1648273966912301,
2011-01-06,1.192216934676976,1.077488972680426,,,,1.1808392643895773,
2011-01-07,1.1918319605053929,1.0711881466507862,,,,1.1845273317445482,
2011-01-10,1.194718525006435,1.0661761537551884,,,,1.1838222085726609,
2011-01-11,1.2136856153091649,1.0765044740759335,,,,1.180580885335474,
2011-01-12,1.2168298676190876,1.0830737997249802,,,,1.1807350325185886,
2011-01-13,1.2134631143491357,1.078276554083576,,,,1.1908376655284305,
2011-01-14,1.2093601730090515,1.0743743945757482,,,,1.1817268640837968,
2011-01-17,1.220903025855007,1.071438816217342,,,,1.1644622129013336,
2011-01-18,1.2255327115807102,1.0840940458373949,,,,1.1670286897144693,
2011-01-19,1.217924508461132,1.0698278185008998,,,,1.1699312408010438,
2011-01-20,1.201429921697184,1.0503525936652445,,,,1.1632710070346044,
2011-01-21,1.207514270724085,1.055436168978907,,,,1.1759279186786047,
2011-01-24,1.2202424962346852,1.0639565743818675,,,,1.1750466904953394,
2011-01-25,1.2073484666228405,1.05926683347089,,,,1.1671266104108227,
2011-01-26,1.220561826403968,1.068485320403865,,,,1.1601640614967403,
2011-01-27,1.2185274921352731,1.0677514039637082,,,,1.1733920546152297,
2011-01-28,1.2197296028774056,1.0527690902399078,,,,1.1743005297335156,
2011-01-31,1.2126604555203433,1.0494575949338876,,,,1.1715695920898253,
2011-02-01,1.2321755513371953,1.0664446533745953,,,,1.1766732464593488,
2011-02-02,1.23629474695278,1.0740163950832056,,,,1.1897380950447956,
2011-02-03,1.2315931627715315,1.0710091469045149,,,,1.194435140690912,
2011-02-04,1.2325187139428495,1.073533060807385,,,,1.1923823530306004,
2011-02-07,1.2400150098521638,1.0831274646879736,,,,1.1861841341304709,
2011-02-08,1.244989570647682,1.090341119501821,,,,1.193612456416296,
2011-02-09,1.249782405711571,1.0833601293972384,,,,1.1968680697744085,
2011-02-10,1.242685782626267,1.0775784725535615,,,,1.19165938952892,
2011-02-11,1.2492067545307566,1.085257544188159,,,,1.1993087443430492,
2011-02-14,1.2436957701587914,1.084756379859487,,,,1.2009833481736805,
2011-02-15,1.198583467650706,1.080639385695246,,,,1.2020993200608483,
2011-02-16,1.204774717486261,1.089267121024193,,,,1.1926140177498024,
2011-02-17,1.1991461320385093,1.089643037971807,,,,1.18460097532332,
2011-02-18,1.200043322055476,1.088855456568657,,,,1.1721880936914497,
2011-02-21,1.2088963829974777,1.0766476389120627,,,,1.1643931186730245,
2011-02-22,1.2006133571618094,1.0734256434791782,,,,1.1814239615050168,
2011-02-23,1.176158201896366,1.0603049970383758,,,,1.1815008199637065,
2011-02-24,1.1711248098853044,1.059678497926426,,,,1.1774646750292967,
2011-02-25,1.1815078732462805,1.074213312284548,,,,1.1773357105263478,
2011-02-28,1.1818376989663977,1.0729244791505064,,,,1.1867149669295856,
2011-03-01,1.1862776751697692,1.0625066589566254,,,,1.1937048247280293,
2011-03-02,1.204955021543545,1.058765581739998,,,,1.194324868933344,
2011-03-03,1.2054055415242728,1.0749113938145625,,,,1.1964119242226163,
2011-03-04,1.2095057988402462,1.0722800625834854,,,,1.1952701111811748,
2011-03-07,1.221288645112448,1.069308649314937,,,,1.17830204253446,
2011-03-08,1.2209523795048012,1.0694876490612084,,,,1.1696783743007901,
2011-03-09,1.2229743501081067,1.0627751585760326,,,,1.1572552480153804,
2011-03-10,1.2047853620362006,1.046307181919068,,,,1.1365104813185516,
2011-03-11,1.2065879504870851,1.0433358560527393,,,,1.1281996782771124,
2011-03-14,1.1819920097168206,1.0337593696272216,,,,1.1442250054516048,
2011-03-15,1.150840050300877,1.0194572199783645,,,,1.1523857438363567,
2011-03-16,1.1655187019277349,1.0020764145371917,,,,1.1686550762272805,
2011-03-17,1.1832516804450492,1.0196004722167131,,,,1.1651349457048128,
