Date,Close,Return,Volume,EMA,MACD,RSI
1995-01-05,7.223942279815674,-0.004556556724017082,3164400,0.00024919090875053754,0.045737739933407795,51.99081734152596
1995-01-06,7.174462795257568,-0.006872938922474555,2118800,-0.00021030133842527487,0.03899678918213301,48.11447326189576
1995-01-09,7.091999530792236,-0.011560565049738493,4505600,-0.0009425764165745147,0.02669274354578466,42.43578584530952
1995-01-10,7.240438461303711,0.02071444346562367,4687200,0.0004546506725995617,0.028589913147329504,53.15388529125672
1995-01-11,7.240438461303711,0.0,4092000,0.00042531837114152544,0.029750488611248294,53.15388529125673
1995-01-12,7.174462795257568,-0.009153878415885084,4158800,-0.00019269432479567515,0.025057718380026017,48.4990553904592
1995-01-13,7.157975673675537,-0.002300673244137231,3106800,-0.00032869296475319487,0.0197802765241768,47.38236877744975
1995-01-16,7.223942279815674,0.009173612166611932,2640400,0.0002843589792058455,0.020682405742035392,52.13147674708226
1995-01-17,7.256933689117432,0.0045565567240171525,3318400,0.0005599846401614136,0.023785298540873967,54.35057958351586
1995-01-18,7.240438461303711,-0.0022756172306065805,4196000,0.0003770425839828333,0.024629423745241574,53.026950846700224
1995-01-19,7.190960884094238,-0.006856960976017531,4822000,-8.966732311396444e-05,0.021063168971322987,49.15966962825432
1995-01-20,7.190960884094238,0.0,6950400,-8.388233452596674e-05,0.01802905860462012,49.15966962825431
1995-01-23,7.372381210327148,0.024915944499906095,4253600,0.0015290097193083596,0.029918723987126583,61.194696588239324
1995-01-24,7.273426055908203,-0.013513309094081112,4023200,0.0005585375377993615,0.030999176296272246,53.72425512712679
1995-01-25,7.223942279815674,-0.00682661392321803,3411600,8.207615321759426e-05,0.027544993815472374,50.41019807485757
1995-01-26,7.372381210327148,0.020339923017299016,5145600,0.0013890340154163955,0.03636610463267864,58.65028455926888
1995-01-27,7.5373101234436035,0.022124621775094742,4922800,0.002726813870879515,0.056019525212341215,65.50815776148492
1995-01-30,7.603286266326904,0.008715186480495435,4829200,0.0031131604908547356,0.07604215928439384,67.80820585055439
1995-01-31,7.669252872467041,0.008638644272104513,9072800,0.0034696433154514953,0.09612512425476627,69.96482100201105
1995-02-01,7.487833976745605,-0.02393963454850212,5150400,0.0017013028080996493,0.0962920353363419,58.38121759579589
1995-02-02,7.504324436187744,0.0021998788484429606,4663200,0.0017334690042508307,0.09664093924080941,59.044970020743015
1995-02-03,7.57029390335083,0.008752445575855495,3729200,0.0021863062024188736,0.10107549735286447,61.67802278790708
