Date,Close,Return,Volume,EMA,MACD,RSI
2006-04-28,936.9097290039062,-0.002655956794670335,17999,0.0012360485101847785,12.961845933862719,65.66532917488334
2006-05-02,946.8768920898438,0.01058214978912387,154885,0.001839022786245365,14.070881966591969,69.0943588679496
2006-05-03,947.8735961914062,0.0010520690715325547,49257,0.0017882515788445385,14.858942069093246,69.4232176949931
2006-05-04,956.3457641601562,0.008898369639508092,101420,0.002246968873080897,15.982877861220004,72.13721416391905
2006-05-05,971.7945556640624,0.016024893981230588,50503,0.0031358672671550703,17.91369550651723,76.27289395885512
2006-05-08,956.8438720703124,-0.015504184573257548,77209,0.0019332832774510303,18.029652571490715,66.05463533487827
2006-05-09,956.8438720703124,0.0,83560,0.001808555324067093,17.91503599764951,66.05463533487827
2006-05-10,966.811279296875,0.010363080328778949,64147,0.002360460163080761,18.41619753766895,69.24082661155937
2006-05-11,986.2469482421876,0.019903462460567702,48182,0.0034922667629186284,20.149398004402315,74.3053253075254
2006-05-12,953.3555297851562,-0.033918879984630806,100480,0.0010786443921089878,18.65387897174469,57.15465177948844
2006-05-15,921.9590454101562,-0.03348709459098025,102357,-0.0011514032842193504,14.765033352463206,46.19413195963871
2006-05-16,921.4606323242188,-0.0005407483755355403,362738,-0.001112006193336524,11.510195047282195,46.043180269145736
2006-05-17,926.4444580078124,0.0053940408451108165,215351,-0.0006922612231141149,9.226507882116152,47.87733460748702
2006-05-18,920.4639282226562,-0.006476282995732624,284906,-0.0010654239181217607,6.8550696031032885,45.86263619139921
2006-05-19,918.9690551757812,-0.0016253632390674385,172224,-0.001101549035602127,4.799735556227461,45.34895144789902
2006-05-22,862.15625,-0.063815930771533,209720,-0.005147638179855732,-1.3973423641077716,31.09456015861123
2006-05-23,916.9755859375,0.06164432932228518,40648,-0.0008384789861692211,-1.8636262740386655,48.05971933310158
2006-05-24,875.6116943359375,-0.04615812670409739,135098,-0.0037623272260355546,-5.507394179960556,40.04751054028986
2006-05-25,902.0247802734376,0.029719270915602343,25188,-0.0016022241201234322,-6.192408969586495,46.2138053394304
2006-05-26,938.9031372070312,0.040070326351096565,53135,0.0010863275231810837,-3.716669474225114,53.417811178505325
2006-05-30,877.106689453125,-0.06808368091006138,42548,-0.0033762536660603653,-6.664263485587185,43.0198390438161
2006-05-31,860.6611328125,-0.01892778472530708,168061,-0.004379578250527896,-10.209582246612058,40.74670619278208
2006-06-01,887.572509765625,0.03078936616863361,39861,-0.00211061409445296,-10.724128615865311,45.794179010640974
2006-06-02,910.4967041015624,0.02550006012705918,30928,-0.00032928027371024126,-9.17634028445491,49.72309608633505
2006-06-05,887.07421875,-0.026061626573736518,23139,-0.001989431647905485,-9.72757230031823,46.05040839036717
2006-06-06,865.1463012695312,-0.025030025663993413,45777,-0.003475921584427287,-11.797829293521431,42.858763464390094
2006-06-07,854.1825561523438,-0.01275369011568173,46526,-0.0040744872961211214,-14.159978066279336,41.31686878334531
2006-06-08,822.287841796875,-0.03805443066784867,53928,-0.006266741707200318,-18.393604853163765,37.13177449001013
2006-06-09,829.2647094726562,0.008448909692243933,12625,-0.005317344842720044,-20.944375941650037,38.596965130900244
2006-06-12,846.2088623046875,0.02022679533805644,20030,-0.0036693357987989802,-21.352490660368744,42.124732984725114
2006-06-13,797.8683471679688,-0.0588226059395729,75305,-0.0072276112917521364,-25.28512886217584,35.804613991938545
2006-06-14,817.30419921875,0.0240677570717823,64456,-0.005208555268298302,-26.527667701567225,39.720539693139756
2006-06-15,857.172607421875,0.047627944786512486,128855,-0.0017997488131492189,-24.018471349256174,46.878814721357735
2006-06-16,849.1990356445312,-0.009345712987595118,106686,-0.0022865852115005673,-22.414930401914603,45.70970272439862
2006-06-19,862.15625,0.015142924514622326,70246,-0.0011621007130410259,-19.869530162371234,47.98005276126022
2006-06-20,841.7238159179688,-0.02398456790162851,137965,-0.002634517951014412,-19.278775084801282,44.79858146144655
2006-06-21,825.2779541015625,-0.01973170718241713,152182,-0.003737562417556523,-19.908152247731323,42.36367580704643
2006-06-22,838.2351684570312,0.015578448075276427,146936,-0.002491368192212462,-19.140756546482635,44.90449484698491
2006-06-23,839.2319946289062,0.0011884897792890817,18957,-0.002253958000502685,-18.24187342157711,45.104989504170824
2006-06-26,835.2449951171875,-0.004762092367631568,19472,-0.002415773120962613,-17.64778690674177,44.40889526728535
2006-06-27,877.106689453125,0.04890354857193712,101730,0.0008951508592244663,-13.64182570841433,52.668334169092354
2006-06-28,880.09716796875,0.0034036818096702865,17029,0.0010569915657048417,-10.109233028040649,53.203230576486604
2006-06-29,872.1234130859375,-0.009101376859918853,21876,0.0004016129576000873,-7.862410285886199,51.53101051951968
2006-06-30,852.189208984375,-0.02312236421623422,41400,-0.0011160629890989004,-7.602671880210323,47.510632080571256
2006-07-03,857.172607421875,0.00583072876463033,13033,-0.0006678828759550792,-6.914996936245188,48.590457166457966
2006-07-04,853.1859741210938,-0.0046617598947898764,10039,-0.000925552361041195,-6.615438916548555,47.74426568392498
2006-07-05,852.189208984375,-0.001168968869840529,108944,-0.0009412566519314746,-6.384866873088072,47.52143323789945
2006-07-06,856.1759643554688,0.004667342405037704,208928,-0.0005794115514818503,-5.813425477547867,48.55563775159826
2006-07-07,837.2384033203125,-0.02236706018973791,27089,-0.00198506630233708,-6.810153749059737,44.108915680630474
2006-07-10,821.291015625,-0.0192313491879824,112875,-0.0030977297143141977,-8.785613906148797,40.72649551731457
2006-07-11,822.287841796875,0.0012129947882908389,177568,-0.0028196184560816146,-10.153699247352165,41.03089246321466
2006-07-12,827.271484375,0.006042411039216738,193446,-0.0022478746176752694,-10.712293776281058,42.61750631702644
2006-07-13,836.2417602539062,0.010784840883218143,28840,-0.0014070542627789202,-10.312284077537242,45.46190361759035
2006-07-14,820.2943725585938,-0.01925449142322591,10627,-0.0025585018215174356,-11.153523541936238,41.521403861011464
2006-07-17,802.3535766601562,-0.022113887395543586,165336,-0.0038201396004868644,-13.116683210592214,37.575509924078546
2006-07-18,807.8355712890625,0.006809157566063736,115481,-0.003134378492967471,-14.067983285887522,39.46844954001682
2006-07-19,814.3141479492188,0.007987685759710024,121533,-0.002416825960536665,-14.136175425711599,41.7177314198212
2006-07-20,816.3076782226562,0.002445117849707277,66875,-0.0021031521663273786,-13.869478243639037,42.42667442040292
2006-07-21,818.3009033203125,0.0024387808899084713,11995,-0.0018101242272153882,-13.343467016348882,43.17100023007486
2006-07-24,797.3699951171875,-0.02591131558794756,153256,-0.0033650397988755285,-14.448989734631823,37.664337203323704
2006-07-25,805.842041015625,0.010568938567966925,203136,-0.002466073452627628,-14.474646439569142,40.94769459278568
2006-07-26,808.3339233398438,0.0030875001967151485,42388,-0.0021077783784764813,-14.131011975242473,41.91676709443078
2006-07-27,805.3436889648438,-0.0037061154902852237,45164,-0.002210896901818981,-13.939282735667575,41.04629322243998
2006-07-28,796.3732299804688,-0.01120117127925154,69299,-0.0027909146035888233,-14.345807464262293,38.46560997499948
2006-07-31,785.4091796875,-0.013863127849224091,171492,-0.003505250942016905,-15.375449853748364,35.52563492132319
2006-08-01,786.4061889648438,0.0012686088085669676,121533,-0.003197259990366333,-15.92739742619301,36.00463152000129
2006-08-02,787.9011840820312,0.0018992422854247392,39609,-0.002868453391928199,-16.059067310626688,36.76327889030468
2006-08-03,749.5277099609375,-0.049929392962076144,152348,-0.005904643041615164,-19.040350001132083,27.689588707401043
2006-08-04,725.606689453125,-0.03243517016068125,286583,-0.007616289952522653,-23.067358303420406,23.753766609668254
2006-08-07,734.078857421875,0.011608340062794039,260787,-0.00637599124185706,-25.283703450971984,27.674865045153158
2006-08-08,737.5671997070312,0.004740744286345489,181106,-0.005658782498102056,-26.453750510198233,29.287350039961762
2006-08-09,757.0032958984375,0.026010405013086504,94448,-0.0036156091102834396,-25.518528988508933,37.63089434527962
2006-08-10,746.5374145507812,-0.013921871638727417,76164,-0.004280529273408858,-25.329881248667903,35.220955366432854
2006-08-11,746.0394897460938,-0.0006672015649247932,41538,-0.004047411356732466,-24.933141194765653,35.10576594488556
2006-08-14,737.5671997070312,-0.011421331809434315,41787,-0.004523148160132585,-25.014018805852743,33.1208821013061
2006-08-15,750.5244140625,0.017414978631035496,218238,-0.003107785141347548,-23.758700475004957,38.81824743757355
2006-08-16,757.50146484375,0.009253290227966069,63558,-0.002310296407843444,-21.947860689369122,41.698358523472656
2006-08-17,758.9964599609375,0.0019716421328835106,603897,-0.0020340423084417047,-20.15973462928764,42.32486921571312
2006-08-18,777.4359741210938,0.024004178963599895,151434,-0.0003541570650841821,-17.058082203293566,49.52903497412674
2006-08-21,780.9243774414062,0.004477025026384298,103583,-4.246789789266725e-05,-14.155341351640345,50.78155561715426
2006-08-22,782.4192504882812,0.0019124055335855638,28354,8.365296865431537e-05,-11.600550625361961,51.338854173837824
2006-08-23,782.9176635742188,0.0006368125587575928,67075,0.0001193406841448494,-9.426974503896759,51.53589220773045
2006-08-24,775.4424438476562,-0.0095937736420676,47580,-0.0005073118530301474,-8.212914164652489,48.37227822542595
