Years,Strategy Sharpe,E.W. Sharpe,Strategy Calmar,E.W. Calmar
2016,0.7502234119890441,0.7655889314960568,0.8986752572915666,1.0882721881743092
2017,2.5239974358944592,2.99747423503223,3.491249246205145,6.031396657606428
2018,-1.0627106169725482,-0.9231703054252607,-0.8062094697862432,-0.6432880065602531
2019,4.102721366521438,2.9833368203092134,9.356184322352524,5.196323263044668
2020,1.2317923967261946,0.09222799866616542,1.031394270310317,0.07344357784898273
2021,0.276025443465092,1.2894355696397617,0.36291119627931584,2.1785682188777526
2022,-0.46967131199888623,-0.43214887574976313,-0.582980049932581,-0.5675900302638079
2010,1.24583225654984,1.0477129888811125,3.0028844836006714,1.718731354834278
2011,1.3062981154750466,-0.32496261725007414,2.312776492455461,-0.29704059091998514
2012,0.8978423402818164,2.135704092457623,1.4731683039529422,2.5071024912050546
2013,2.4958884909602435,2.7517237624870257,2.849609352141061,3.084778272334838
2014,-1.5982927372813986,0.37144302918544087,-0.8512381376844267,0.35494573707415167
2015,0.851245658826182,0.6786507546253687,1.1020915640956122,0.8176935299881677
