Years,Strategy Sharpe,E.W. Sharpe,Strategy Calmar,E.W. Calmar
2016,2.039126684751156,0.7655889314960624,2.56870169373432,1.0882721881743196
2017,5.214565103317055,2.9974742350322305,13.278888229919257,6.031396657606479
2018,-0.3677344082464241,-0.9231703054252528,-0.34555126692706356,-0.6432880065602531
2019,3.7659228096602817,2.983336820309215,9.449993445097022,5.196323263044668
2020,0.4443948655593037,0.09222799866617035,0.4125363415399127,0.07344357784898667
2021,0.19120826101234603,1.2894355696397655,0.2596874990662043,2.17856821887776
2022,-0.31438220609036455,-0.4321488757497605,-0.5558403148793672,-0.5675900302638055
2006,1.2974435916752953,1.2483562660348404,6.113082867479675,2.7835004655685744
2007,1.1743877976419461,0.4960838731422817,9.140515638743155,0.6396255528266156
2008,-1.4860346264576334,-0.8830023823526455,-0.970431303520536,-0.6224704446231327
2009,-0.8253578455303229,2.4982555789857104,-0.7827080297224863,2.663581800346487
2010,2.6463788962733097,1.7020529043335648,3.840963769175069,2.0163597230859667
2011,-0.18641557294136987,-0.3249626172500753,-0.1522758022044889,-0.29704059091998525
2012,1.3361357505506053,2.135704092457619,1.9664701910299092,2.5071024912050413
2013,2.6042026945794348,2.75172376248701,2.8610451977230844,3.0847782723348245
2014,0.6410166364369543,0.37144302918544014,1.3834633932721792,0.35494573707414917
2015,2.4030808622921813,0.6786507546253551,4.023620898409585,0.8176935299881515
