Years,Strategy Sharpe,E.W. Sharpe,Strategy Calmar,E.W. Calmar
2016,2.060485454731139,0.7655889314960624,2.9380128121705993,1.0882721881743196
2017,4.597183004814007,2.9974742350322305,12.154814144336656,6.031396657606479
2018,-0.6783039896787503,-0.9231703054252528,-0.44980160504620603,-0.6432880065602531
2019,3.7394949773253794,2.983336820309215,15.086108278201499,5.196323263044668
2020,0.691320066486693,0.09222799866617035,0.6033828424822031,0.07344357784898667
2021,1.8074063903015318,1.2894355696397655,2.8439590888488007,2.17856821887776
2022,-0.5835702895049616,-0.4321488757497605,-0.6781289806420548,-0.5675900302638055
2006,1.3306283996700343,1.2483562660348404,10.79946002618436,2.7835004655685744
2007,1.5721786476533974,0.4960838731422817,12.531930046812692,0.6396255528266156
2008,-1.1321345723983147,-0.8830023823526455,-0.9891586337827999,-0.6224704446231327
2009,-0.37502922388582177,2.4982555789857104,-0.40110738619816666,2.663581800346487
2010,3.931783728380648,1.7020529043335648,7.732637312723409,2.0163597230859667
2011,-0.1985772092423875,-0.3249626172500753,-0.17922731755978377,-0.29704059091998525
2012,0.3912204279420351,2.135704092457619,0.4598898748079488,2.5071024912050413
2013,4.603329073792828,2.75172376248701,5.956352419203835,3.0847782723348245
2014,0.7318482529527047,0.37144302918544014,0.7603640258955167,0.35494573707414917
2015,2.9241850503316904,0.6786507546253551,5.193597683731186,0.8176935299881515
