Years,Strategy Sharpe,E.W. Sharpe,Strategy Calmar,E.W. Calmar
2016,1.4145444712897193,0.7655889314960501,1.575051524647939,1.0882721881743016
2017,3.8327318095170435,2.9974742350322425,6.84109610728849,6.031396657606479
2018,-0.7900073935757135,-0.9231703054252571,-0.5560880322841606,-0.6432880065602569
2019,3.2254064394744364,2.9833368203092214,4.679748332247331,5.19632326304466
2020,0.39094198208812886,0.09222799866617175,0.32691222098702133,0.07344357784898776
2021,-0.5783267188984653,1.28943556963977,-0.5816649433273634,2.1785682188777753
2022,-0.5905003974194704,-0.4321488757497617,-0.6552171590587172,-0.5675900302638064
2008,-1.4281816056376255,-0.8013368511605518,-0.8520162626322116,-0.6182235994147477
2009,1.168684729451088,2.498255578985709,1.616734223499052,2.663581800346489
2010,3.1645472165415165,1.7020529043335577,6.292829693845404,2.0163597230859547
2011,-0.4921962298495988,-0.3249626172500794,-0.3684051502542661,-0.29704059091998847
2012,1.7172650819862372,2.135704092457613,3.6178086292966656,2.5071024912050337
2013,2.276147796052566,2.7517237624870274,2.3666228448958475,3.084778272334839
2014,1.199195032514099,0.37144302918544075,1.649086520583704,0.35494573707414706
2015,2.8640679771563744,0.6786507546253583,4.378530053771502,0.8176935299881543
