Configs,Strategy Sharpe,E.W. Sharpe,Outperformance
FTSE350_4_vw_mu_2_252,0.29570547940448927,-0.34345369953857907,0.6391591789430684
FTSE350_4_vw_mu_2_63,0.2708997993759661,-0.34345369953857907,0.6143534989145452
FTSE350_4_vw_mu_3_21,0.49142792602912516,-0.34345369953857746,0.8348816255677026
FTSE350_4_vw_mu_3_252,-0.08629288641404516,-0.34345369953857746,0.2571608131245323
FTSE350_4_vw_mu_3_63,0.2027692209896328,-0.34345369953857746,0.5462229205282103
FTSE350_4_vw_mu_4_21,0.08157949264600109,-0.34345369953858285,0.4250331921845839
FTSE350_4_vw_mu_4_252,0.28251147487745293,-0.34345369953858285,0.6259651744160357
FTSE350_4_vw_mu_4_63,0.26942389239674536,-0.34345369953858285,0.6128775919353282
FTSE350_4_vw_rsi_0.5_21,-0.1934986999966569,-0.34345369953857907,0.14995499954192218
FTSE350_4_vw_rsi_0.5_63,0.1708450807930911,-0.34345369953857907,0.5142987803316702
FTSE350_4_vw_rsi_1_21,0.4859579571771355,-0.34345369953857907,0.8294116567157146
FTSE350_4_vw_rsi_1_252,0.26853773316948093,-0.34345369953857907,0.61199143270806
FTSE350_4_vw_rsi_1_63,0.1420051438085645,-0.34345369953857907,0.48545884334714356
FTSE350_4_vw_rsi_2_21,-0.02129870063594677,-0.34345369953857907,0.32215499890263233
FTSE350_4_vw_rsi_2_252,-0.04535222467066607,-0.34345369953857907,0.298101474867913
FTSE350_4_vw_rsi_2_63,0.1811060899246413,-0.34345369953857907,0.5245597894632203
FTSE350_4_vw_rsi_3_21,0.702699725785593,-0.34345369953857746,1.0461534253241704
FTSE350_4_vw_rsi_3_252,0.6213356063321227,-0.34345369953857746,0.9647893058707002
FTSE350_4_vw_rsi_3_63,0.919497399042949,-0.34345369953857746,1.2629510985815264
FTSE350_4_vw_rsi_4_21,0.01689466442350653,-0.34345369953858285,0.36034836396208936
FTSE350_4_vw_rsi_4_252,-0.1256522789713726,-0.34345369953858285,0.21780142056721025
FTSE350_4_vw_rsi_4_63,0.45614142807352587,-0.34345369953858285,0.7995951276121087
