Years,Strategy Sharpe,E.W. Sharpe,Strategy Calmar,E.W. Calmar
2016,1.1258673511480968,0.7655889314960617,1.409358332597463,1.0882721881743176
2017,3.798961010789113,2.9974742350322545,9.034206096830415,6.03139665760651
2018,-0.682012440068351,-0.9231703054252588,-0.48624631062682316,-0.6432880065602533
2019,1.3799296642192498,2.9833368203092023,1.0758655154607437,5.196323263044631
2020,0.18845893739864406,0.09222799866617175,0.16284502253660046,0.07344357784898776
2021,1.62466635268073,1.2894355696397688,2.265084020324647,2.1785682188777584
2022,-0.5520317660259386,-0.43214887574975913,-0.640764115141865,-0.5675900302638043
2007,1.2758786929892136,-0.7694901278105993,12.218962294881713,-0.7360728452625513
2008,-0.4952644792362829,-0.883002382352644,-0.612801335019726,-0.6224704446231311
2009,-0.9197910969033483,2.4982555789857104,-0.8375789727478881,2.6635818003464893
2010,2.134240437853081,1.7020529043335595,1.977643803600797,2.0163597230859622
2011,0.0010555685559342951,-0.32496261725008413,0.0010619851381421788,-0.29704059091999274
2012,1.2410731121024279,2.1357040924576376,1.6786370884039647,2.5071024912050803
2013,3.6987236937123007,2.751723762487018,4.89131556588647,3.0847782723348223
2014,0.8842563411127615,0.37144302918543654,2.691911499194925,0.3549457370741455
2015,1.972697529501085,0.6786507546253525,3.0724787688890856,0.8176935299881467
