Average Persistence,Number of States,Feature,Train Length,Frequency
0.007780756792614492,5,vw_ema_mu,4.0,21
0.0077579682112522115,5,vw_ema_mu,4.0,63
0.007994969457420049,5,vw_ema_mu,4.0,252
0.07257051501655622,5,vw_macd,0.5,1
0.07153058309870701,5,vw_macd,0.5,5
0.07185757185757169,5,vw_macd,0.5,21
0.07390059849076241,5,vw_macd,0.5,63
0.07089947089947089,5,vw_macd,0.5,252
0.07651397046858667,5,vw_macd,1.0,1
0.07645308095680492,5,vw_macd,1.0,5
0.07876432530306711,5,vw_macd,1.0,21
0.07891739800361759,5,vw_macd,1.0,63
0.07509881422924901,5,vw_macd,1.0,252
0.08613663374359645,5,vw_macd,2.0,1
0.08605002083262964,5,vw_macd,2.0,5
0.08464888405008164,5,vw_macd,2.0,21
0.08573481854114266,5,vw_macd,2.0,63
0.09379750684098509,5,vw_macd,2.0,252
0.09206894781290775,5,vw_macd,3.0,1
0.09199184795257728,5,vw_macd,3.0,5
0.09294912660971565,5,vw_macd,3.0,21
0.09496499522074969,5,vw_macd,3.0,63
0.09705753184014054,5,vw_macd,3.0,252
0.09549609608188092,5,vw_macd,4.0,1
0.09484686260711718,5,vw_macd,4.0,5
0.09488930042289721,5,vw_macd,4.0,21
0.09748969809099317,5,vw_macd,4.0,63
0.10447358965145527,5,vw_macd,4.0,252
0.33323137408440817,5,vw_rsi,0.5,1
0.3301709715591462,5,vw_rsi,0.5,5
0.33135993135993114,5,vw_rsi,0.5,21
0.32825917252146763,5,vw_rsi,0.5,63
0.32275132275132273,5,vw_rsi,0.5,252
0.34172978704418117,5,vw_rsi,1.0,1
0.34384727230734574,5,vw_rsi,1.0,5
0.34329940159427635,5,vw_rsi,1.0,21
0.34387351778656117,5,vw_rsi,1.0,63
0.3399209486166007,5,vw_rsi,1.0,252
0.3476966605742484,5,vw_rsi,2.0,1
0.34694773825208586,5,vw_rsi,2.0,5
0.34642967030366134,5,vw_rsi,2.0,21
0.3462091268415379,5,vw_rsi,2.0,63
0.3339920948616601,5,vw_rsi,2.0,252
0.34909509735076416,5,vw_rsi,3.0,1
0.34873681718001465,5,vw_rsi,3.0,5
0.348803604063071,5,vw_rsi,3.0,21
0.35301867782686197,5,vw_rsi,3.0,63
0.34387351778656133,5,vw_rsi,3.0,252
0.3455973428636798,5,vw_rsi,4.0,1
0.34415466975330966,5,vw_rsi,4.0,5
0.34724563973575834,5,vw_rsi,4.0,21
0.3404045076107982,5,vw_rsi,4.0,63
0.3118936399568811,5,vw_rsi,4.0,252
