Average Persistence,Number of States,Feature,Train Length,Frequency
0.2802579365079367,3,vw_rsi,0.5,5
0.2761904761904762,3,vw_rsi,0.5,21
0.2735849056603774,3,vw_rsi,0.5,63
0.2725885225885226,3,vw_rsi,0.5,252
0.2795096106087275,3,vw_rsi,1.0,1
0.28002708963252165,3,vw_rsi,1.0,5
0.2794239822763775,3,vw_rsi,1.0,21
0.2829887503800547,3,vw_rsi,1.0,63
0.286409242930982,3,vw_rsi,1.0,252
0.26138481974191125,3,vw_rsi,2.0,1
0.2616239199012478,3,vw_rsi,2.0,5
0.26387325602701345,3,vw_rsi,2.0,21
0.26535573122529654,3,vw_rsi,2.0,63
0.27162055335968377,3,vw_rsi,2.0,252
0.25127572182029106,3,vw_rsi,3.0,1
0.2511017218663394,3,vw_rsi,3.0,5
0.25057016946072413,3,vw_rsi,3.0,21
0.24989020641194548,3,vw_rsi,3.0,63
0.2476943346508564,3,vw_rsi,3.0,252
0.23893223083870693,3,vw_rsi,4.0,1
0.23933703865524544,3,vw_rsi,4.0,5
0.24066596525151418,3,vw_rsi,4.0,21
0.24033339061694448,3,vw_rsi,4.0,63
0.2452741020793951,3,vw_rsi,4.0,252
0.2744764076560581,4,vw_mu,0.5,1
0.2740929705215437,4,vw_mu,0.5,5
0.27123015873015865,4,vw_mu,0.5,21
0.2720874513327342,4,vw_mu,0.5,63
0.2646520146520146,4,vw_mu,0.5,252
0.21944697583822187,4,vw_mu,1.0,1
0.2192102652926067,4,vw_mu,1.0,5
0.23253442763273843,4,vw_mu,1.0,21
0.2175813317117665,4,vw_mu,1.0,63
0.22681666159927028,4,vw_mu,1.0,252
0.19436777584496825,4,vw_mu,2.0,1
0.19468273462924368,4,vw_mu,2.0,5
0.19219040389498204,4,vw_mu,2.0,21
0.204407114624506,4,vw_mu,2.0,63
0.1980237154150198,4,vw_mu,2.0,252
0.17555805461696514,4,vw_mu,3.0,1
0.173782156540777,4,vw_mu,3.0,5
0.1765662623233839,4,vw_mu,3.0,21
0.16442962231005712,4,vw_mu,3.0,63
0.15760869565217395,4,vw_mu,3.0,252
0.16472948123714465,4,vw_mu,4.0,1
0.16500028789064233,4,vw_mu,4.0,5
0.1632176472260926,4,vw_mu,4.0,21
0.16320458841725388,4,vw_mu,4.0,63
0.1609383055507819,4,vw_mu,4.0,252
0.03592792461025604,4,vw_ema_mu,0.5,1
0.03634023053665934,4,vw_ema_mu,0.5,5
0.035739087301587244,4,vw_ema_mu,0.5,21
0.035414794848757106,4,vw_ema_mu,0.5,63
0.03907203907203906,4,vw_ema_mu,0.5,252
0.040206921220029904,4,vw_ema_mu,1.0,1
0.04010404336738524,4,vw_ema_mu,1.0,5
0.04121245688678536,4,vw_ema_mu,1.0,21
0.04359227728792946,4,vw_ema_mu,1.0,63
0.04028580115536637,4,vw_ema_mu,1.0,252
0.042939330804616975,4,vw_ema_mu,2.0,1
0.04276131220308984,4,vw_ema_mu,2.0,5
0.042751878124754644,4,vw_ema_mu,2.0,21
0.04302371541501979,4,vw_ema_mu,2.0,63
0.047905138339920945,4,vw_ema_mu,2.0,252
0.03837104745786945,4,vw_ema_mu,3.0,1
0.03796262042139073,4,vw_ema_mu,3.0,5
0.03931216210076776,4,vw_ema_mu,3.0,21
0.03953941589811158,4,vw_ema_mu,3.0,63
0.05094422485726832,4,vw_ema_mu,3.0,252
0.032320275908012445,4,vw_ema_mu,4.0,1
0.03181276270021038,4,vw_ema_mu,4.0,5
0.033564847726561854,4,vw_ema_mu,4.0,21
0.033092026121326716,4,vw_ema_mu,4.0,63
0.038150885031792404,4,vw_ema_mu,4.0,252
0.06929100214346652,4,vw_macd,0.5,1
0.07041879251700753,4,vw_macd,0.5,5
0.07031250000000008,4,vw_macd,0.5,21
0.07135369871218919,4,vw_macd,0.5,63
0.07203907203907203,4,vw_macd,0.5,252
0.05737785950135469,4,vw_macd,1.0,1
0.057307758003278225,4,vw_macd,1.0,5
0.05761436016213087,4,vw_macd,1.0,21
0.058300395256917,4,vw_macd,1.0,63
0.05290361812100942,4,vw_macd,1.0,252
0.04423650120371376,4,vw_macd,2.0,1
0.044522512188127326,4,vw_macd,2.0,5
0.04487867444965056,4,vw_macd,2.0,21
0.044901185770750966,4,vw_macd,2.0,63
0.04363636363636363,4,vw_macd,2.0,252
0.03817702050304667,4,vw_macd,3.0,1
0.03818437101795426,4,vw_macd,3.0,5
0.037776566262323404,4,vw_macd,3.0,21
0.03834541062801932,4,vw_macd,3.0,63
0.03853754940711463,4,vw_macd,3.0,252
0.035028442519840795,4,vw_macd,4.0,1
0.0347746493661325,4,vw_macd,4.0,5
0.03499374413512667,4,vw_macd,4.0,21
0.03477831242481526,4,vw_macd,4.0,63
0.03505757002921465,4,vw_macd,4.0,252
0.35836449392367653,4,vw_rsi,0.5,1
0.35995960884353645,4,vw_rsi,0.5,5
0.35932539682539666,4,vw_rsi,0.5,21
0.3656783468104221,4,vw_rsi,0.5,63
0.35958485958485953,4,vw_rsi,0.5,252
0.35301229867930345,4,vw_rsi,1.0,1
0.35111340187649587,4,vw_rsi,1.0,5
0.3540696357090707,4,vw_rsi,1.0,21
0.3511325630890848,4,vw_rsi,1.0,63
0.35573122529644274,4,vw_rsi,1.0,252
0.3361406501552635,4,vw_rsi,2.0,1
0.3364562162566555,4,vw_rsi,2.0,5
0.33984896474098886,4,vw_rsi,2.0,21
0.34003952569169976,4,vw_rsi,2.0,63
0.3433201581027667,4,vw_rsi,2.0,252
0.326073653670321,4,vw_rsi,3.0,1
0.32622866056149463,4,vw_rsi,3.0,5
0.3272000363454638,4,vw_rsi,3.0,21
0.331439393939394,4,vw_rsi,3.0,63
0.33788976723759334,4,vw_rsi,3.0,252
0.31602645607963264,4,vw_rsi,4.0,1
0.3152461803685678,4,vw_rsi,4.0,5
0.3163725936247048,4,vw_rsi,4.0,21
0.3174084894311737,4,vw_rsi,4.0,63
0.3194706994328923,4,vw_rsi,4.0,252
0.3336555621653758,5,vw_mu,0.5,1
0.3306996409674988,5,vw_mu,0.5,5
0.3341517857142856,5,vw_mu,0.5,21
0.32315064390536097,5,vw_mu,0.5,63
0.3351648351648352,5,vw_mu,0.5,252
0.2649713218548868,5,vw_mu,1.0,1
0.26472324524208357,5,vw_mu,1.0,5
0.2731930213237332,5,vw_mu,1.0,21
0.2731453329279416,5,vw_mu,1.0,63
0.2743995135299483,5,vw_mu,1.0,252
0.23743919124353974,5,vw_mu,2.0,1
0.24030872433012074,5,vw_mu,2.0,5
0.23831243619611006,5,vw_mu,2.0,21
0.2348616600790515,5,vw_mu,2.0,63
0.23454545454545456,5,vw_mu,2.0,252
0.21790892586721017,5,vw_mu,3.0,1
0.21654324352975002,5,vw_mu,3.0,5
0.21784107946026993,5,vw_mu,3.0,21
0.21929896794027223,5,vw_mu,3.0,63
0.21953227931488806,5,vw_mu,3.0,252
0.20454833197247926,5,vw_mu,4.0,1
0.20457255013530892,5,vw_mu,4.0,5
0.20163789916683253,5,vw_mu,4.0,21
0.20205361746004477,5,vw_mu,4.0,63
0.2053617460044681,5,vw_mu,4.0,252
0.03951257282607593,5,vw_ema_mu,0.5,1
0.03980654761904787,5,vw_ema_mu,0.5,5
0.038144841269841204,5,vw_ema_mu,0.5,21
0.037885594489368055,5,vw_ema_mu,0.5,63
0.036019536019536016,5,vw_ema_mu,0.5,252
0.042852152823088324,5,vw_ema_mu,1.0,1
0.042923882327910556,5,vw_ema_mu,1.0,5
0.0411872812869767,5,vw_ema_mu,1.0,21
0.042794162359379745,5,vw_ema_mu,1.0,63
0.04226208574034661,5,vw_ema_mu,1.0,252
0.0461277407553223,5,vw_ema_mu,2.0,1
0.0468198650889643,5,vw_ema_mu,2.0,5
0.04601732848205644,5,vw_ema_mu,2.0,21
