Dates,NAV,FTSE350 NAV,Yearly Ret,FTSE Yearly Ret,Opt Failed Dates
2009-04-28,1.0,1.0,0.10630470459465435,0.0470601469611478,
2009-04-29,1.0053736443130084,1.02275173262727,,,
2009-04-30,1.010071209432032,1.0359584748755786,,,
2009-05-01,1.0086337005368051,1.0358364164799336,,,
2009-05-05,1.0251103574171585,1.0587100883051965,,,
2009-05-06,1.0406946855426318,1.0732594729055989,,,
2009-05-07,1.0314388463688975,1.0737965775254972,,,
2009-05-08,1.0416089583960253,1.08927355825374,,,
2009-05-11,1.0433538801591111,1.082780027765901,,,
2009-05-12,1.0471954149989942,1.080338859853003,,,
2009-05-13,1.0433961114853014,1.0573674459531026,,,
2009-05-14,1.0488299143283581,1.064983937520405,,,
2009-05-15,1.0695285744581209,1.0614442440467031,,,
2009-05-18,1.0807226126926732,1.0854653124700888,,,
2009-05-19,1.0976404285119588,1.0942046459192027,,,
2009-05-20,1.0899473977377012,1.090811446359805,,,
2009-05-21,1.070076546317127,1.0608095165498193,,,
2009-05-22,1.0682459396834307,1.0656429813382964,,,
2009-05-26,1.0642505412487573,1.0769700958122645,,,
2009-05-27,1.056336382012159,1.0780686213730688,,,
2009-05-28,1.052084865761569,1.0710624217839908,,,
2009-05-29,1.0440428624399503,1.0784835483996702,,,
2009-06-01,1.029335876449078,1.1000391325891505,,,
2009-06-02,1.0328571616352216,1.0929108746044276,,,
2009-06-03,1.0348689088382592,1.070061519100172,,,
2009-06-04,1.0437191079604522,1.0709159278696865,,,
2009-06-05,1.0409810846671925,1.0835368136584298,,,
2009-06-08,1.0388556672735132,1.075383336668881,,,
2009-06-09,1.0395853348110407,1.0752855945942434,,,
2009-06-10,1.0440078389100098,1.083097331915517,,,
2009-06-11,1.0384547314278616,1.0892246872164213,,,
2009-06-12,1.0375594280011842,1.0843667869092848,,,
2009-06-15,1.0427921256498724,1.056049239119668,,,
2009-06-16,1.04439706764391,1.056683966616552,,,
2009-06-17,1.0321147868295193,1.0444536915334026,,,
2009-06-18,1.0389142175127026,1.0450395479929677,,,
2009-06-19,1.046746265411945,1.0609071394268048,,,
2009-06-22,1.034893503742348,1.033614929839666,,,
2009-06-23,1.0262900691318662,1.0326140271558475,,,
2009-06-24,1.0293542489084824,1.0448198667203374,,,
2009-06-25,1.035827286510102,1.0381310904785273,,,
2009-06-26,1.0281698521037537,1.0352993118600353,,,
2009-06-29,1.0380367059526703,1.0482375017983945,,,
2009-06-30,1.0464813504729635,1.0373011172276725,,,
2009-07-01,1.044332317202666,1.059637803630689,,,
2009-07-02,1.0408424591663528,1.0336636816793328,,,
2009-07-03,1.045241473987851,1.0341519152619123,,,
2009-07-06,1.0470560129058772,1.024045503942045,,,
2009-07-07,1.0398049836844627,1.022117005130386,,,
2009-07-08,1.0280674688929163,1.0106923869770843,,,
2009-07-09,1.027322831869612,1.0152085476159456,,,
2009-07-10,1.0299906998865749,1.007518868690317,,,
2009-07-13,1.030605741157928,1.0258031925183926,,,
2009-07-14,1.0331504903451727,1.0344937741278397,,,
2009-07-15,1.0411191922680652,1.061053633341109,,,
2009-07-16,1.0395033106932021,1.064788572568782,,,
2009-07-17,1.0346018513656121,1.0713797259336066,,,
2009-07-20,1.0376117735016546,1.0847573976148788,,,
2009-07-21,1.0448942807472288,1.0939362128069057,,,
2009-07-22,1.053809993243493,1.096987672698028,,,
2009-07-23,1.0590492545639392,1.1131236972441623,,,
2009-07-24,1.053153578996337,1.117224930856422,,,
2009-07-27,1.0558505406628005,1.1195440403736752,,,
2009-07-28,1.0468135158705794,1.1055560767141785,,,
2009-07-29,1.0529388017746684,1.1101211083903584,,,
2009-07-30,1.0499025522253207,1.1306513543773609,,,
2009-07-31,1.055147132843946,1.1249877971403768,,,
2009-08-03,1.0481511491907791,1.1430768752144813,,,
2009-08-04,1.0593021871433064,1.140367154991634,,,
2009-08-05,1.0535285951122042,1.1344351646423527,,,
2009-08-06,1.0507944086205403,1.1450298095447997,,,
2009-08-07,1.0561497631042245,1.1550630335063408,,,
2009-08-10,1.0573426437949454,1.1527683595077471,,,
2009-08-11,1.0577900317525664,1.1403427194729747,,,
2009-08-12,1.0507095142789693,1.1514500334766606,,,
2009-08-13,1.057986662686886,1.1608974009786366,,,
2009-08-14,1.0576549822309673,1.15076655414011,,,
2009-08-17,1.0522910348188244,1.1339224955411138,,,
2009-08-18,1.0532332714275359,1.143882412946677,,,
2009-08-19,1.0545955938843596,1.1448345637908286,,,
2009-08-20,1.0632697071678578,1.1611659532885859,,,
2009-08-21,1.070190473414447,1.1841861190281529,,,
2009-08-24,1.0771908753819859,1.195244681192172,,,
2009-08-25,1.073212553888275,1.2002733917346202,,,
2009-08-26,1.053454030293095,1.1938776033214187,,,
2009-08-27,1.0462306715777714,1.1887022796670141,,,
2009-08-28,1.0521159406430762,1.1983448929229612,,,
2009-09-01,1.0352036100475615,1.1765697466585023,,,
2009-09-02,1.0387459355142952,1.1760570775572634,,,
2009-09-03,1.0392890702858524,1.1709793767798444,,,
2009-09-04,1.0460371533018218,1.184381483979776,,,
2009-09-07,1.0596426522536497,1.2042770024698946,,,
2009-09-08,1.06577606196557,1.207718953868959,,,
2009-09-09,1.0586762532746188,1.2216336109724777,,,
2009-09-10,1.06867352034014,1.2175813675951885,,,
2009-09-11,1.0834443884684222,1.223391299548825,,,
2009-09-14,1.0813364699174366,1.225197739964839,,,
2009-09-15,1.0840196813118328,1.2308612972018231,,,
2009-09-16,1.0904132628350944,1.2508788740875867,,,
2009-09-17,1.0977358172400715,1.2606191102205193,,,
2009-09-18,1.0836103516753124,1.262791725823468,,,
2009-09-21,1.0914665026887795,1.2533932293588108,,,
2009-09-22,1.0908836346618225,1.255395034726448,,,
2009-09-23,1.1011104074521039,1.2546138133152598,,,
2009-09-24,1.1033361884861916,1.2399423703192125,,,
2009-09-25,1.107713877279557,1.2406504043720745,,,
2009-09-28,1.1083595903259729,1.2610341564447727,,,
2009-09-29,1.1271885793143765,1.2595694556970338,,,
2009-09-30,1.135444374855936,1.2532711709631659,,,
2009-10-01,1.1233596442216496,1.2322526913935838,,,
2009-10-02,1.1079535275321502,1.2178254843864784,,,
2009-10-05,1.1208449076726568,1.2265159467982736,,,
2009-10-06,1.1261742517457871,1.2542720736469846,,,
2009-10-07,1.1323264452930746,1.247168251180921,,,
2009-10-08,1.151169862449666,1.2583244362219255,,,
2009-10-09,1.1482573184096951,1.2601064411192802,,,
2009-10-12,1.1453692599839156,1.2718973536571687,,,
2009-10-13,1.131856976334309,1.25822681334494,,,
2009-10-14,1.1316031328298337,1.28310229053784,,,
2009-10-15,1.132745865311949,1.2750220009066173,,,
2009-10-16,1.1355027788249554,1.2670150178313728,,,
2009-10-19,1.1327889569032057,1.2893028331970706,,,
2009-10-20,1.1238732815432344,1.2800019596093988,,,
2009-10-21,1.1210545451253748,1.283541653083101,,,
2009-10-22,1.1177617266340474,1.271213755122966,,,
2009-10-23,1.1198572577928423,1.2798067138554279,,,
2009-10-26,1.1119599358664685,1.2673811930183074,,,
2009-10-27,1.10665552734781,1.2696514314982417,,,
2009-10-28,1.0921821117175134,1.2402109226291618,,,
2009-10-29,1.0973499753630083,1.2541988862886584,,,
2009-10-30,1.0923178188542104,1.2314715891800476,,,
2009-11-02,1.095517781441854,1.2460941611387761,,,
2009-11-03,1.0970683190969521,1.2296651487640335,,,
2009-11-04,1.1047516573414684,1.2469241343896311,,,
2009-11-05,1.0975496642196865,1.2512450492745213,,,
2009-11-06,1.0995333961971483,1.2554194702451074,,,
2009-11-09,1.1080308075880734,1.2780002734394136,,,
2009-11-10,1.0970458168689607,1.2768773123599502,,,
2009-11-11,1.122621600176698,1.2857142686860497,,,
2009-11-12,1.1322707486491388,1.2880822492406216,,,
2009-11-13,1.1355011271431505,1.2929401495477582,,,
2009-11-16,1.1441436659478523,1.314007500154659,,,
2009-11-17,1.1412627006206604,1.3050239307166032,,,
2009-11-18,1.1115204195222674,1.3040963345887628,,,
2009-11-19,1.0991365015852523,1.2859340691563321,,,
2009-11-20,1.0960655279453961,1.2819548939397172,,,
2009-11-23,1.1054451606202647,1.3073674757525156,,,
2009-11-24,1.1034775809703778,1.2996777968268869,,,
2009-11-25,1.106403764221289,1.30963771423245,,,
2009-11-26,1.081398362386742,1.2679670494778725,,,
2009-11-27,1.0903027765006243,1.2805634997479565,,,
2009-11-30,1.0783239427876714,1.2671370762270175,,,
2009-12-01,1.1066943874629263,1.2967972663687282,,,
2009-12-02,1.1108158367763512,1.3005077700777419,,,
2009-12-03,1.104383065428127,1.2969925121226993,,,
2009-12-04,1.1078345174568822,1.299287186121293,,,
2009-12-07,1.1132551195213176,1.2964310911817936,,,
2009-12-08,1.1079693294461814,1.2750464364252767,,,
2009-12-09,1.0961209408795198,1.2703593463534517,,,
2009-12-10,1.1072401570095465,1.2802460764006887,,,
2009-12-11,1.103480786437252,1.2844449328899339,,,
2009-12-14,1.1052753108989486,1.297553933063605,,,
2009-12-15,1.1028464623457976,1.2903524877205559,,,
2009-12-16,1.1014902315184847,1.298774517020054,,,
2009-12-17,1.1084132992247568,1.2737037940731828,,,
2009-12-18,1.1037649194916017,1.2686260932957638,,,
2009-12-21,1.113013264669974,1.292354293088193,,,
2009-12-22,1.114206580967223,1.30082519342501,,,
2009-12-23,1.118487877314228,1.3114930256857829,,,
2009-12-24,1.11247214064275,1.3188165294244767,,,
2009-12-29,1.11888746656681,1.3274094881569385,,,
2009-12-30,1.1321406874118556,1.3177180038636727,,,
2009-12-31,1.127131842946062,1.3213797557330196,,,
2010-01-04,1.1407884144056057,1.3427155394522177,,,
2010-01-05,1.1450900049671664,1.348134979897912,,,
2010-01-06,1.152553001071246,1.3499658558325855,,,
2010-01-07,1.1520321713762305,1.34916031810039,,,
2010-01-08,1.1699740573786084,1.3509911940350634,,,
2010-01-11,1.1801115836142537,1.3519432256815633,,,
2010-01-12,1.167098866664542,1.3423250479442757,,,
2010-01-13,1.1715819102435028,1.3361732571247118,,,
2010-01-14,1.1671834387109676,1.3422029895486307,,,
2010-01-15,1.1665653245196244,1.331754719362836,,,
2010-01-18,1.1566815034812117,1.3412752742231382,,,
2010-01-19,1.1669648320551218,1.3458403058993182,,,
2010-01-20,1.1622951820254044,1.3233082545446786,,,
2010-01-21,1.1684503797711796,1.302387517049734,,,
2010-01-22,1.1669958128121845,1.2945513442098011,,,
2010-01-25,1.1600504762252144,1.284127509542666,,,
2010-01-26,1.163813308913838,1.288179872117607,,,
2010-01-27,1.16511457338893,1.2736793585545234,,,
2010-01-28,1.164445658410504,1.2561518206189768,,,
2010-01-29,1.1728969832588414,1.2665999716071192,,,
2010-02-01,1.1788111753759511,1.280978426774558,,,
2010-02-02,1.186563680608561,1.2897421957423314,,,
2010-02-03,1.1754873576669949,1.2823943756826301,,,
2010-02-04,1.192080517319886,1.2545893777966004,,,
2010-02-05,1.1420268197939343,1.2354506451990106,,,
2010-02-08,1.1426347182221452,1.2431158886059799,,,
2010-02-09,1.1380539160749334,1.247876166036131,,,
2010-02-10,1.1462806719597873,1.2528073728992457,,,
