Dates,NAV,FTSE350 NAV,Yearly Ret,FTSE Yearly Ret,Opt Failed Dates
2006-10-25,1.0,1.0,0.1675120423087637,0.011460816773339655,
2006-10-26,1.0001492487127597,0.9952047931483172,,,
2006-10-27,1.0002446287323115,0.9913590264106049,,,
2006-10-30,1.000077944474977,0.9858719319684202,,,
2006-10-31,1.0001573532811987,0.9862581821836038,,,
2006-11-01,1.0001629933999336,0.9895407590225292,,,
2006-11-02,1.00039032478946,0.9894924384606216,,,
2006-11-03,1.000968819667476,0.9892993919230492,,,
2006-11-06,1.0013811077841737,1.0015930071425647,,,
2006-11-07,1.0015308387103445,1.004730779435806,,,
2006-11-08,1.001706948629328,1.003926222437539,,,
2006-11-09,1.001605801560636,1.0027193869401385,,,
2006-11-10,1.0015600467860462,0.9990023178941412,,,
2006-11-13,1.0015333715383898,0.9967174231610746,,,
2006-11-14,1.0019481773152321,0.9954944808097049,,,
2006-11-15,1.0019161517640458,1.00244580613272,,,
2006-11-16,1.0020373379124925,1.0064846979780242,,,
2006-11-17,1.00193942206837,0.9963633866538294,,,
2006-11-20,1.0019290016621356,0.9983747791494968,,,
2006-11-21,1.0020810798362585,0.9980690632041592,,,
2006-11-22,1.0019183336467028,0.9912624638568089,,,
2006-11-23,1.0017320329140913,0.9879959938718528,,,
2006-11-24,1.0015119343292824,0.9851156955320608,,,
2006-11-27,1.0014640797840975,0.9735300747570164,,,
2006-11-28,1.0013415075255117,0.9696359874573964,,,
2006-11-29,1.001365397891698,0.9790493043371201,,,
2006-11-30,1.0014752689404447,0.9733369496494245,,,
2006-12-01,1.0015204475734287,0.9689279930129253,,,
2006-12-04,1.0017201066102686,0.9735783167489046,,,
2006-12-05,1.0019132818395184,0.9793711271364268,,,
2006-12-06,1.0022781919641892,0.9800147727350405,,,
2006-12-07,1.0025992731843303,0.9866282469747989,,,
2006-12-08,1.0030841961426606,0.989991279513551,,,
2006-12-11,1.003559456648402,0.9911820081569823,,,
2006-12-12,1.0033804854805755,0.9906349251121646,,,
2006-12-13,1.0040152921552472,0.996443842353656,,,
2006-12-14,1.0042030492599903,1.0021561970413517,,,
2006-12-15,1.0045806652186746,1.0073053618302603,,,
2006-12-18,1.004391719702505,1.0052778624806236,,,
2006-12-19,1.0042836395121937,0.9982943234496702,,,
2006-12-20,1.0047618266735827,0.9974254176055457,,,
2006-12-21,1.0045829331239808,0.9950278534647139,,,
2006-12-22,1.0044472155243174,0.9960415638545226,,,
2006-12-27,1.0045628548632748,1.0049239045433978,,,
2006-12-28,1.0046183079063853,1.0042480452368459,,,
2006-12-29,1.0046392458570323,1.0009976035358394,,,
2007-01-02,1.0050129721155325,1.0154957363586143,,,
2007-01-03,1.004891614540754,1.0167991344098106,,,
2007-01-04,1.0047706088987314,1.011649969620902,,,
2007-01-05,1.0047875557422055,1.0008850126980937,,,
2007-01-08,1.0048660236283484,0.9967174231610746,,,
2007-01-09,1.0049473198480336,0.9970231391064122,,,
2007-01-10,1.0045823884129967,0.9913268912726858,,,
2007-01-11,1.0040458760197633,1.0024941266946277,,,
2007-01-12,1.0043813011995633,1.003926222437539,,,
2007-01-15,1.0044985741482848,1.007868551729047,,,
2007-01-16,1.0041186279964405,1.0001770182536227,,,
2007-01-17,1.0042110601882173,0.9983747791494968,,,
2007-01-18,1.0044338526789716,0.9993080338394787,,,
2007-01-19,1.004471574869678,1.0036366133461707,,,
2007-01-22,1.0045455973146895,1.0006114318906751,,,
2007-01-23,1.0038373754732164,1.0020918481954941,,,
2007-01-24,1.004313386946305,1.0161232751032587,,,
2007-01-25,1.0045560718801445,1.0088018064190292,,,
2007-01-26,1.0045531850810077,1.0021561970413517,,,
2007-01-29,1.0045898586610351,1.0040710269832231,,,
2007-01-30,1.0044790493579354,1.004408956636499,,,
2007-01-31,1.0044058965561236,0.998149518903986,,,
2007-02-01,1.0052090268614882,1.0108776263305734,,,
2007-02-02,1.0060788082877439,1.0154957363586143,,,
2007-02-05,1.0069013078814706,1.0166221161561881,,,
2007-02-06,1.0081093676865809,1.0211919841923407,,,
2007-02-07,1.0079442305916075,1.0249251600923073,,,
2007-02-08,1.0084200216541128,1.02120809104631,,,
2007-02-09,1.0092662031234239,1.0270652502796895,,,
2007-02-12,1.0098310825809762,1.0223505776978528,,,
2007-02-13,1.0099955827362088,1.0269043388800363,,,
2007-02-14,1.0113674766780771,1.0332443108823954,,,
2007-02-15,1.0118968124991703,1.0351912759621862,,,
2007-02-16,1.0115885105963043,1.032970730074977,,,
2007-02-19,1.0121206236900513,1.0369774082123426,,,
2007-02-20,1.0117186495144825,1.0318121365694648,,,
