Dates,NAV,FTSE350 NAV,Yearly Ret,FTSE Yearly Ret,Opt Failed Dates
2008-04-28,1.0,1.0,0.1066667428995336,0.014184128575901012,
2008-04-29,0.9980534839218271,0.99983580716931,,,
2008-04-30,1.014418472179931,0.9994909861904049,,,
2008-05-01,1.0210662665162007,0.9994909861904049,,,
2008-05-02,1.0410537069774561,1.0205405391537767,,,
2008-05-06,1.0536273116978139,1.0205076685187264,,,
2008-05-07,1.0572117484673353,1.0280113129501725,,,
2008-05-08,1.0598534575937435,1.0296203706220222,,,
2008-05-09,1.0423081563710748,1.018767288651237,,,
2008-05-12,1.049960729450523,1.021394373942277,,,
2008-05-13,1.0302483021401794,1.0199494289288367,,,
2008-05-14,1.028078272431172,1.0206226355691217,,,
2008-05-15,1.0325000020815158,1.026500706838912,,,
2008-05-16,1.0345103346446247,1.0351208304501376,,,
2008-05-19,1.0432359529104172,1.046975584894869,,,
2008-05-20,1.0303953421785834,1.0166163465347415,,,
2008-05-21,1.0238588447201107,1.0176835999342266,,,
2008-05-22,1.0328548524400356,1.0149744182278415,,,
2008-05-23,1.030782269221397,0.9994909861904049,,,
2008-05-27,1.031270405659625,0.9947622647354447,,,
2008-05-28,1.0431981507033659,0.99658482119056,,,
2008-05-29,1.043595037467873,0.9963385319445249,,,
2008-05-30,1.0200523275418012,0.9939413005819946,,,
2008-06-02,1.0191680526229367,0.9864048656877792,,,
2008-06-03,1.0232740298529601,0.9946309425398049,,,
2008-06-04,1.0214026798620044,0.9802476345369037,,,
2008-06-05,1.0237621295320145,0.9843852457669237,,,
2008-06-06,1.0204805587131416,0.9698541802508575,,,
2008-06-09,1.021056474048409,0.9650597976980775,,,
2008-06-10,1.0220644778903325,0.9568008502110014,,,
2008-06-11,1.0107384272787312,0.9397247958192401,,,
2008-06-12,1.0113079952918456,0.9507585861105212,,,
2008-06-13,1.0093445352840624,0.952778125859096,,,
2008-06-16,1.0088250625062847,0.9514317927508064,,,
2008-06-17,1.0133498477702565,0.962481938187332,,,
2008-06-18,1.0122127830858705,0.9452416909648806,,,
2008-06-19,1.007582837289423,0.937278338676415,,,
2008-06-20,1.0016983056597693,0.9228950306735137,,,
2008-06-23,1.00111917806111,0.9305136421553548,,,
2008-06-24,0.9853254895831973,0.9251773751579294,,,
2008-06-25,0.9949089547760457,0.9303330140071396,,,
2008-06-26,0.9813227899404464,0.9060489103825429,,,
2008-06-27,0.9883668201775065,0.9079863537157727,,,
2008-06-30,0.9797743310104309,0.9237324301444889,,,
2008-07-01,0.9596882350258594,0.8997602768637469,,,
2008-07-02,0.9353463748457944,0.8909595251043061,,,
2008-07-03,0.9253660150777263,0.8992184725913822,,,
2008-07-04,0.9264284244424563,0.8887429218899909,,,
2008-07-07,0.9302878009188131,0.9051458498137478,,,
2008-07-08,0.9270975307046938,0.8932910953690165,,,
2008-07-09,0.9462965209110122,0.9079206926179528,,,
2008-07-10,0.9450007385822717,0.8877577649058509,,,
2008-07-11,0.9252559190270288,0.8639170139930293,,,
2008-07-14,0.9305276791258507,0.8702876637548896,,,
2008-07-15,0.9134335105339323,0.8491888850112229,,,
2008-07-16,0.927129216691239,0.8456916097864379,,,
2008-07-17,0.9485030856290053,0.8679725288077043,,,
2008-07-18,0.9597106034256226,0.8827663188873306,,,
2008-07-21,0.9848683340423221,0.8873472828291259,,,
2008-07-22,0.983134519235554,0.8807632144562808,,,
2008-07-23,0.9923364392903985,0.8948344919430465,,,
2008-07-24,0.9738990499530625,0.8804511839401453,,,
2008-07-25,0.969635879390582,0.8788585615858205,,,
2008-07-28,0.9792645373139802,0.87229084835822,,,
2008-07-29,0.9765334286144608,0.8733745370752303,,,
2008-07-30,0.9884784341661774,0.8900401093902666,,,
2008-07-31,0.9745755649554725,0.8885951643768261,,,
2008-08-01,0.9778146433446797,0.8792033825647256,,,
2008-08-04,0.9766908605427654,0.8735387299059202,,,
2008-08-05,0.9968629809521135,0.8955897949986767,,,
2008-08-06,0.9917789144843392,0.9007783044829373,,,
2008-08-07,0.9860348726830788,0.8993662301045471,,,
2008-08-08,0.9975129874824631,0.9012873182925325,,,
2008-08-11,0.9987137983297076,0.9099237970490026,,,
2008-08-12,0.9999092722654249,0.9087252214538778,,,
2008-08-13,0.9965124563640795,0.8946210733320618,,,
2008-08-14,0.9894125575968115,0.9026500867183473,,,
2008-08-15,0.9888178516896643,0.8956390207789715,,,
2008-08-18,0.9872718460557017,0.8948837978956219,,,
2008-08-19,0.9720560177326896,0.8735715203686899,,,
2008-08-20,0.9766385939928777,0.8820110158317004,,,
2008-08-21,0.9993915600159737,0.8817483714404208,,,
2008-08-22,1.0007169000280065,0.9039800646813926,,,
2008-08-26,0.9863622306929244,0.8982497509247672,,,
