Dates,NAV,FTSE350 NAV,Yearly Ret,FTSE Yearly Ret,Opt Failed Dates
2009-04-28,1.0,1.0,0.08780426758623361,0.0470601469611478,
2009-04-29,0.9905793887769667,1.02275173262727,,,
2009-04-30,1.0084101180295642,1.0359584748755786,,,
2009-05-01,1.0030585134174232,1.0358364164799336,,,
2009-05-05,1.0235548039318574,1.0587100883051965,,,
2009-05-06,1.0234190006682968,1.0732594729055989,,,
2009-05-07,1.0047763259265223,1.0737965775254972,,,
2009-05-08,1.005964764098115,1.08927355825374,,,
2009-05-11,1.0230959455732396,1.082780027765901,,,
2009-05-12,1.0318382624956002,1.080338859853003,,,
2009-05-13,1.0101179287507873,1.0573674459531026,,,
2009-05-14,1.0226371339636138,1.064983937520405,,,
2009-05-15,1.0477789110358202,1.0614442440467031,,,
2009-05-18,1.0758757897470623,1.0854653124700888,,,
2009-05-19,1.1201520831849856,1.0942046459192027,,,
2009-05-20,1.0650088701493878,1.090811446359805,,,
2009-05-21,1.0399817641322986,1.0608095165498193,,,
2009-05-22,1.0372292047827152,1.0656429813382964,,,
2009-05-26,1.0388840471425538,1.0769700958122645,,,
2009-05-27,1.0213865816687995,1.0780686213730688,,,
2009-05-28,1.0232020433406863,1.0710624217839908,,,
2009-05-29,0.9996355089320158,1.0784835483996702,,,
2009-06-01,1.0077314521620364,1.1000391325891505,,,
2009-06-02,0.9988231263299919,1.0929108746044276,,,
2009-06-03,0.9960286670581762,1.070061519100172,,,
2009-06-04,0.995287707550596,1.0709159278696865,,,
2009-06-05,0.995712382256575,1.0835368136584298,,,
2009-06-08,0.9953157160512794,1.075383336668881,,,
2009-06-09,0.9928231644791474,1.0752855945942434,,,
2009-06-10,0.985980146786371,1.083097331915517,,,
2009-06-11,0.9763011875862387,1.0892246872164213,,,
2009-06-12,0.9839325437285092,1.0843667869092848,,,
2009-06-15,0.9829802960110923,1.056049239119668,,,
2009-06-16,1.0230312126387613,1.056683966616552,,,
2009-06-17,0.9946658119337042,1.0444536915334026,,,
2009-06-18,0.995730260421476,1.0450395479929677,,,
2009-06-19,0.991714958271772,1.0609071394268048,,,
2009-06-22,0.9945024151010606,1.033614929839666,,,
2009-06-23,0.9819871772391867,1.0326140271558475,,,
2009-06-24,0.9810515364692286,1.0448198667203374,,,
2009-06-25,0.9926118709995703,1.0381310904785273,,,
2009-06-26,0.9920940537231867,1.0352993118600353,,,
2009-06-29,0.9987257721035172,1.0482375017983945,,,
2009-06-30,1.0149278250767948,1.0373011172276725,,,
2009-07-01,0.9972518283203021,1.059637803630689,,,
2009-07-02,1.013776480093988,1.0336636816793328,,,
2009-07-03,1.0212766069579622,1.0341519152619123,,,
2009-07-06,1.02645284499182,1.024045503942045,,,
2009-07-07,1.0240578014037727,1.022117005130386,,,
2009-07-08,0.9895158537108025,1.0106923869770843,,,
2009-07-09,0.9968559621906429,1.0152085476159456,,,
2009-07-10,0.9974603374611448,1.007518868690317,,,
2009-07-13,1.0005046311534367,1.0258031925183926,,,
2009-07-14,1.0048292926159819,1.0344937741278397,,,
2009-07-15,1.0079282790986255,1.061053633341109,,,
2009-07-16,1.0074855516677272,1.064788572568782,,,
2009-07-17,1.006181946597247,1.0713797259336066,,,
2009-07-20,1.0062613787235009,1.0847573976148788,,,
2009-07-21,1.0177249416042256,1.0939362128069057,,,
2009-07-22,1.0255711086490538,1.096987672698028,,,
2009-07-23,1.0232181124967366,1.1131236972441623,,,
2009-07-24,1.0091018006369794,1.117224930856422,,,
2009-07-27,1.0235019763776285,1.1195440403736752,,,
2009-07-28,1.0010380304237392,1.1055560767141785,,,
2009-07-29,1.015536567094204,1.1101211083903584,,,
2009-07-30,1.001936608907331,1.1306513543773609,,,
2009-07-31,1.0047219111125782,1.1249877971403768,,,
2009-08-03,0.9920285929591294,1.1430768752144813,,,
2009-08-04,0.9935808728180328,1.140367154991634,,,
2009-08-05,1.011016499217391,1.1344351646423527,,,
2009-08-06,0.9900613071104782,1.1450298095447997,,,
2009-08-07,1.0055140815752734,1.1550630335063408,,,
2009-08-10,1.015174364181185,1.1527683595077471,,,
2009-08-11,1.0110321773936866,1.1403427194729747,,,
2009-08-12,1.0119323268533444,1.1514500334766606,,,
2009-08-13,1.0110494299793733,1.1608974009786366,,,
2009-08-14,1.0101479909340547,1.15076655414011,,,
2009-08-17,1.0087497573469815,1.1339224955411138,,,
2009-08-18,1.0147968073161935,1.143882412946677,,,
2009-08-19,1.0057169197310054,1.1448345637908286,,,
2009-08-20,1.011452126260691,1.1611659532885859,,,
2009-08-21,1.0223773923556119,1.1841861190281529,,,
2009-08-24,1.0376262486880599,1.195244681192172,,,
2009-08-25,1.0254177802028883,1.2002733917346202,,,
2009-08-26,1.0206560530164601,1.1938776033214187,,,
2009-08-27,1.0119827073117895,1.1887022796670141,,,
2009-08-28,1.037258596479886,1.1983448929229612,,,
2009-09-01,1.0260074740318768,1.1765697466585023,,,
2009-09-02,1.0187096005171836,1.1760570775572634,,,
2009-09-03,1.0255938742529562,1.1709793767798444,,,
2009-09-04,1.0268851986046728,1.184381483979776,,,
2009-09-07,1.058654385600752,1.2042770024698946,,,
2009-09-08,1.0622099110764491,1.207718953868959,,,
2009-09-09,1.0691790549549902,1.2216336109724777,,,
2009-09-10,1.0665379232781882,1.2175813675951885,,,
2009-09-11,1.07933813605216,1.223391299548825,,,
2009-09-14,1.0805477452258512,1.225197739964839,,,
2009-09-15,1.0836570249110835,1.2308612972018231,,,
2009-09-16,1.0908719953475707,1.2508788740875867,,,
2009-09-17,1.0887190170401337,1.2606191102205193,,,
